Generation;Fitness
[1]; 9702,07507
[2]; 9277,12431
[3]; 7092,73261
[4]; 6271,04513
[5]; 5318,97554
[6]; 3765,64995
[7]; 2693,87368
[8]; 2565,07367
[9]; 2458,05864
[10]; 1874,0459
[11]; 1706,90799
[12]; 1478,48187
[13]; 829,73976
[14]; 829,73976
[15]; 823,20758
[16]; 769,44508
[17]; 733,63545
[18]; 685,61152
[19]; 561,95637
[20]; 541,51073
[21]; 442,65812
[22]; 393,45411
[23]; 386,07817
[24]; 323,12335
[25]; 318,2491
[26]; 282,49328
[27]; 274,0525
[28]; 273,98946
[29]; 272,34611
[30]; 263,4616
[31]; 259,84126
[32]; 250,2771
[33]; 236,94753
[34]; 227,84239
[35]; 209,89639
[36]; 204,61168
[37]; 191,60337
[38]; 172,85282
[39]; 171,99857
[40]; 161,11705
[41]; 145,84327
[42]; 144,91308
[43]; 138,04355
[44]; 127,35689
[45]; 126,71659
[46]; 125,44344
[47]; 122,85376
[48]; 116,19945
[49]; 115,81013
[50]; 111,48123
