Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
17,936; 18,591; 17,374; 17,592; 17,374; 16,687; 16,812; -0,578; 16,656; 17,499; 14,658; 16,687;202,38859
17,936; 18,591; 17,374; 17,811; 17,374; 17,686; 16,812; -0,578; 16,656; 17,499; 14,658; 16,687;204,33623
17,936; 18,591; 17,374; 17,592; 17,374; 16,687; 16,812; -0,609; 16,656; 15,750; 13,908; 16,687;205,32232
17,936; 18,591; 17,374; 17,592; 17,374; 17,686; 16,812; -0,578; 17,655; 17,530; 19,903; 18,685;205,44526
17,936; 18,591; 17,374; 17,811; 17,374; 16,687; 16,812; -0,609; 16,656; 17,748; 14,658; 16,687;205,7014
17,936; 18,591; 17,374; 17,811; 17,374; 17,686; 16,812; -0,609; 16,656; 17,748; 14,658; 16,687;206,20093
17,936; 18,591; 17,374; 17,592; 17,374; 17,686; 16,812; -0,578; 16,656; 15,750; 13,908; 16,687;206,71624
17,936; 18,591; 17,374; 17,592; 17,374; 16,687; 16,812; -0,578; 16,656; 17,499; 13,908; 16,687;207,27742
17,936; 18,591; 17,374; 17,592; 17,374; 16,687; 16,812; -0,578; 17,655; 17,530; 19,903; 18,685;207,35803
17,936; 18,591; 17,374; 17,592; 17,374; 16,687; 16,812; -0,609; 16,656; 17,530; 13,908; 16,687;207,78941
17,936; 18,591; 17,374; 17,592; 17,374; 17,686; 16,812; -0,578; 16,656; 17,499; 19,903; 18,685;207,83766
17,936; 18,591; 17,374; 17,811; 17,374; 17,936; 16,812; -0,578; 17,655; 17,530; 19,653; 16,687;207,87952
17,936; 18,591; 17,374; 17,592; 17,374; 17,686; 16,812; -0,578; 16,656; 17,499; 13,908; 16,687;208,15159
17,936; 18,591; 17,374; 17,592; 17,374; 17,686; 16,812; -0,578; 17,155; 17,530; 13,908; 17,436;208,26043
17,936; 18,591; 17,374; 17,592; 17,374; 16,687; 16,812; -0,578; 16,656; 17,499; 19,903; 18,685;208,42877
17,936; 18,591; 17,374; 17,592; 17,374; 17,686; 16,812; -0,578; 18,654; 17,530; 19,653; 18,685;208,5289
17,936; 18,591; 17,374; 17,811; 17,374; 16,687; 16,812; -0,578; 16,656; 17,499; 13,908; 16,687;208,5382
17,936; 18,591; 17,374; 17,592; 17,374; 17,686; 16,812; -0,609; 16,656; 17,530; 13,908; 16,687;208,63236
17,936; 18,591; 17,374; 17,592; 17,374; 16,687; 16,812; -0,578; 17,655; 17,530; 19,903; 16,687;208,72498
17,936; 18,591; 17,374; 17,592; 17,374; 17,686; 16,812; -0,578; 17,623; 17,530; 13,908; 17,186;208,80629
