Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
-267,700; -128,800; -22,058; -65,517; 119,340; -71,761; -26,803; -59,772; -326,426; -333,044; -51,374; -185,778;7499,45936
189,960; 291,676; 39,696; -0,859; -76,163; -8,258; -204,604; -138,135; -79,628; -287,369; -25,835; -189,961;7807,47683
-331,640; -16,906; -179,221; -78,567; 76,318; 187,993; -205,821; -59,553; -68,670; -24,836; -29,519; -181,813;7807,4829
-404,446; -415,560; -166,608; -429,016; -222,524; -298,296; -264,547; -59,991; -207,195; -285,995; -283,591; 99,202;7829,11188
-241,600; -131,922; 25,304; -219,277; -134,233; -119,903; -140,851; -267,575; -229,018; -286,869; -17,874; 319,244;7890,37149
-241,600; -131,922; 25,304; -219,277; -134,233; -119,903; -140,851; -267,575; -229,018; -286,869; -17,843; 319,244;7890,47632
-241,600; -131,922; 25,304; -219,277; -134,233; -119,903; -140,851; -267,575; -229,018; -286,869; -17,749; 319,244;7890,79083
-241,600; -131,922; 25,304; -219,277; -134,233; -119,903; -140,851; -267,575; -229,018; -286,869; -17,874; 319,556;7892,25712
-241,600; -131,922; 25,304; -219,277; -134,233; -119,903; -140,851; -267,575; -229,018; -286,869; -17,749; 331,233;7963,19932
-279,470; 289,647; 48,938; -1,046; -76,038; 7,664; -76,818; -8,758; 55,744; -63,081; -25,960; 321,711;7995,56769
-271,603; -135,950; -166,640; -283,061; -112,441; -72,198; -458,020; -121,620; -76,662; -24,743; -2,264; 199,607;8122,08145
303,884; 376,065; 246,657; 242,941; 399,075; 506,317; 278,782; 451,806; 379,125; -40,228; 451,525; 447,747;8246,36567
190,210; -131,673; 121,307; -217,685; 118,153; -248,031; -204,604; -74,196; -68,077; -63,581; -27,958; -179,783;8291,33876
-59,897; -40,322; -166,608; -66,609; -303,728; -372,851; -461,048; -265,546; -202,793; -422,710; -116,375; -50,843;8293,05217
-312,876; -287,275; -166,608; -430,640; -479,156; -439,850; -456,833; -258,053; -196,923; -36,856; -68,358; 64,204;8322,14973
190,210; -131,673; 121,307; -217,685; 118,153; -248,031; -204,604; -74,196; -71,854; -62,582; -27,833; -189,524;8331,10402
190,210; -131,673; 121,307; -217,685; 118,153; -248,031; -204,604; -74,196; -71,854; -62,582; -17,843; -178,035;8347,161
303,884; 376,065; 246,657; 242,941; 399,075; 506,317; 278,782; 451,806; 379,125; -40,228; 452,524; 319,868;8352,08013
190,210; -131,673; 121,307; -217,685; 118,153; -248,031; -204,604; -74,196; -71,854; -62,582; -17,843; -192,022;8404,13028
-315,655; -40,322; -166,608; -66,609; -303,728; -372,851; -461,048; -265,546; -202,793; -422,710; -116,375; -54,870;8648,5141
