Generation;Fitness
[1]; 36,12317
[2]; 15,16716
[3]; 7,68601
[4]; 3,99417
[5]; 2,5538
[6]; 1,74725
[7]; 1,23999
[8]; 0,94432
[9]; 0,77605
[10]; 0,54854
[11]; 0,40018
[12]; 0,33561
[13]; 0,29879
[14]; 0,2791
[15]; 0,23086
[16]; 0,15413
[17]; 0,12574
[18]; 0,11034
[19]; 0,08344
[20]; 0,0688
[21]; 0,05501
[22]; 0,04678
[23]; 0,04562
[24]; 0,06082
[25]; 0,04932
[26]; 0,06057
[27]; 0,05154
[28]; 0,06612
[29]; 0,0544
[30]; 0,05386
[31]; 0,06344
[32]; 0,04928
[33]; 0,06738
[34]; 0,05443
[35]; 0,05968
[36]; 0,05307
[37]; 0,06263
[38]; 0,06197
[39]; 0,06967
[40]; 0,0673
[41]; 0,05948
[42]; 0,06086
[43]; 0,04794
[44]; 0,05901
[45]; 0,05865
[46]; 0,05366
[47]; 0,05791
[48]; 0,06295
[49]; 0,04981
[50]; 0,06467
[51]; 0,06723
