Generation;Fitness
[1]; 7,26585
[2]; 2,2187
[3]; 2,2187
[4]; 0,94485
[5]; 0,75686
[6]; 0,49806
[7]; 0,49074
[8]; 0,36622
[9]; 0,02686
[10]; 0,01465
[11]; 0,01465
[12]; 0,00732
[13]; 0,00732
[14]; 0,00732
[15]; 0,00366
[16]; 0,00366
[17]; 0
[18]; 0
[19]; 0
[20]; 0
[21]; 0
[22]; 0
[23]; 0
[24]; 0
[25]; 0
[26]; 0
[27]; 0
[28]; 0
[29]; 0
[30]; 0
[31]; 0
[32]; 0
[33]; 0
[34]; 0
[35]; 0
[36]; 0
[37]; 0
[38]; 0
[39]; 0
[40]; 0
[41]; 0
[42]; 0
[43]; 0
[44]; 0
[45]; 0
[46]; 0
[47]; 0
[48]; 0
[49]; 0
[50]; 0
