Generation;Fitness
[1]; 36,12317
[2]; 11,09717
[3]; 4,46764
[4]; 1,81466
[5]; 1,29619
[6]; 0,74448
[7]; 0,37224
[8]; 0,24321
[9]; 0,15327
[10]; 0,1173
[11]; 0,09658
[12]; 0,08016
[13]; 0,06569
[14]; 0,05396
[15]; 0,05044
[16]; 0,04809
[17]; 0,04457
[18]; 0,03988
[19]; 0,03519
[20]; 0,02933
[21]; 0,02111
[22]; 0,01408
[23]; 0,00469
[24]; 0
[25]; 0
[26]; 0
[27]; 0
[28]; 0
[29]; 0
[30]; 0
[31]; 0
[32]; 0
[33]; 0
[34]; 0
[35]; 0
[36]; 0
[37]; 0
[38]; 0
[39]; 0
[40]; 0
[41]; 0
[42]; 0
[43]; 0
[44]; 0
[45]; 0
[46]; 0
[47]; 0
[48]; 0
[49]; 0
[50]; 0
[51]; 0
