Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
-78,000; -78,000; -78,000; -78,000; -78,000; -77,000; -78,000; -78,000; -78,000; -78,000; -78,000; -78,000;9,46667
-78,000; -78,000; -78,000; -78,000; -78,000; -77,000; -78,000; -78,000; -78,000; -78,000; -78,000; -77,000;14,83975
-78,000; -78,000; -78,000; -78,000; -78,000; -77,000; -78,000; -78,000; -78,000; -78,000; -77,000; -78,000;16,5246
-78,000; -78,000; -78,000; -78,000; -78,000; -77,000; -78,000; -78,000; -78,000; -79,000; -78,000; -78,000;18,1246
-78,000; -78,000; -78,000; -78,000; -78,000; -77,000; -78,000; -79,000; -78,000; -78,000; -78,000; -78,000;18,81905
-78,000; -78,000; -78,000; -78,000; -78,000; -77,000; -78,000; -78,000; -78,000; -79,000; -79,000; -78,000;21,98254
-78,000; -78,000; -78,000; -78,000; -78,000; -77,000; -78,000; -79,000; -78,000; -78,000; -78,000; -79,000;23,8588
-78,000; -78,000; -78,000; -78,000; -78,000; -77,000; -78,000; -79,000; -79,000; -78,000; -78,000; -78,000;23,92143
-78,000; -78,000; -78,000; -78,000; -78,000; -77,000; -78,000; -79,000; -78,000; -78,000; -78,000; -77,000;24,19214
-78,000; -78,000; -78,000; -78,000; -78,000; -77,000; -79,000; -79,000; -78,000; -78,000; -78,000; -78,000;24,28571
-78,000; -78,000; -78,000; -78,000; -78,000; -77,000; -77,000; -79,000; -78,000; -78,000; -78,000; -78,000;24,28571
-79,000; -78,000; -78,000; -78,000; -78,000; -77,000; -78,000; -79,000; -78,000; -78,000; -78,000; -78,000;24,28737
-78,000; -78,000; -78,000; -78,000; -78,000; -77,000; -78,000; -78,000; -78,000; -78,000; -76,000; -78,000;24,38254
-78,000; -78,000; -78,000; -78,000; -78,000; -77,000; -78,000; -79,000; -79,000; -79,000; -79,000; -79,000;24,81039
-78,000; -78,000; -78,000; -78,000; -78,000; -77,000; -79,000; -79,000; -79,000; -79,000; -79,000; -79,000;25,14372
-78,000; -78,000; -78,000; -78,000; -78,000; -77,000; -78,000; -79,000; -78,000; -78,000; -79,000; -78,000;25,34365
-78,000; -78,000; -78,000; -78,000; -78,000; -77,000; -78,000; -79,000; -78,000; -79,000; -78,000; -78,000;25,47698
-78,000; -77,000; -78,000; -78,000; -78,000; -77,000; -78,000; -79,000; -78,000; -78,000; -78,000; -78,000;25,67698
-78,000; -78,000; -78,000; -78,000; -78,000; -77,000; -78,000; -79,000; -78,000; -78,000; -77,000; -78,000;25,87698
-78,000; -79,000; -78,000; -78,000; -78,000; -77,000; -78,000; -79,000; -78,000; -78,000; -78,000; -78,000;26,01032
