Generation;Fitness
[1]; 10598,86645
[2]; 9930,62453
[3]; 9133,35079
[4]; 9647,92201
[5]; 8296,09812
[6]; 8705,33644
[7]; 9810,65087
[8]; 9947,91378
[9]; 9754,16869
[10]; 9754,16869
[11]; 8460,58016
[12]; 9114,2202
[13]; 9099,00729
[14]; 9099,00729
[15]; 9003,21703
[16]; 7642,97345
[17]; 8282,9824
[18]; 7199,55137
[19]; 9709,70714
[20]; 10130,78586
[21]; 8905,45195
[22]; 8197,4386
[23]; 7028,70887
[24]; 8580,92128
[25]; 8580,92128
[26]; 7700,44812
[27]; 7164,64358
[28]; 7973,45599
[29]; 8032,99885
[30]; 7311,80332
[31]; 7269,17475
[32]; 7885,95238
[33]; 9533,49343
[34]; 9623,46248
[35]; 9283,9096
[36]; 8001,82143
[37]; 8186,86183
[38]; 8533,11595
[39]; 8924,11811
[40]; 9025,50527
[41]; 8773,13045
[42]; 9411,94495
[43]; 9901,89481
[44]; 7729,31205
[45]; 10295,44177
[46]; 9121,12359
[47]; 9748,10036
[48]; 7994,43261
[49]; 7994,43261
[50]; 7994,43261
[51]; 8806,57742
[52]; 8765,65281
[53]; 7292,11414
[54]; 8237,72157
[55]; 8974,8733
[56]; 7597,7246
[57]; 8126,3088
[58]; 8820,3974
[59]; 9918,18124
[60]; 8883,28276
[61]; 9477,87316
[62]; 7896,12677
[63]; 9008,03925
[64]; 9058,91075
[65]; 9058,91075
[66]; 8303,31075
[67]; 8764,23694
[68]; 8584,92749
[69]; 9229,59805
[70]; 8965,45945
[71]; 8411,73564
[72]; 7583,96154
[73]; 9394,68528
[74]; 6595,3438
[75]; 7876,56999
[76]; 7596,32655
[77]; 8685,22475
[78]; 8433,91154
[79]; 7079,58773
[80]; 7888,58478
[81]; 7686,8153
[82]; 8902,91306
[83]; 8781,2013
[84]; 9305,1689
[85]; 9151,11955
[86]; 9517,364
[87]; 7977,71797
[88]; 7781,40794
[89]; 7781,40794
[90]; 6309,01212
[91]; 6372,4399
[92]; 7399,36991
[93]; 7981,4925
[94]; 9246,59726
[95]; 9199,49351
[96]; 8876,46558
[97]; 7682,2982
[98]; 7811,57035
[99]; 7625,52273
[100]; 9589,2702
[101]; 9506,83687
[102]; 9285,0013
[103]; 8561,58261
[104]; 10151,03023
[105]; 9881,85505
[106]; 8533,09596
[107]; 10102,24632
[108]; 9578,77922
[109]; 9465,11479
[110]; 9465,11479
[111]; 8145,77172
[112]; 7970,99971
[113]; 8406,95599
[114]; 9589,97835
[115]; 9021,77835
[116]; 6706,25931
[117]; 7274,51147
[118]; 8760,92554
[119]; 6421,61631
[120]; 7027,20173
[121]; 6891,32547
[122]; 8849,22835
[123]; 9519,91616
[124]; 8355,58672
