Generation;Fitness
[1]; 32,93866
[2]; 10,53316
[3]; 5,58264
[4]; 3,34286
[5]; 1,54822
[6]; 0,80127
[7]; 0,57176
[8]; 0,43219
[9]; 0,33746
[10]; 0,25516
[11]; 0,15535
[12]; 0,10957
[13]; 0,08251
[14]; 0,05197
[15]; 0,03497
[16]; 0,02725
[17]; 0,02173
[18]; 0,01605
[19]; 0,01144
[20]; 0,0082
[21]; 0,00648
[22]; 0,00507
[23]; 0,0042
[24]; 0,00361
[25]; 0,00319
[26]; 0,00265
[27]; 0,00215
[28]; 0,00166
[29]; 0,00144
[30]; 0,00132
[31]; 0,00121
[32]; 0,00103
[33]; 0,00084
[34]; 0,00066
[35]; 0,00048
[36]; 0,00029
[37]; 0,00011
[38]; 0
[39]; 0
[40]; 0
[41]; 0
[42]; 0
[43]; 0
[44]; 0
[45]; 0
[46]; 0
[47]; 0
[48]; 0
[49]; 0
[50]; 0
[51]; 0
