Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
64,000; 64,000; 64,000; 63,000; 63,000; 64,000; 63,000; 64,000; 64,000; 64,000; 63,000; 65,000;32,24769
64,000; 64,000; 64,000; 63,000; 63,000; 64,000; 63,000; 64,000; 65,000; 64,000; 63,000; 65,000;40,01674
64,000; 64,000; 64,000; 63,000; 63,000; 64,000; 63,000; 64,000; 64,000; 64,000; 62,000; 65,000;40,10563
64,000; 66,000; 64,000; 63,000; 63,000; 64,000; 63,000; 64,000; 64,000; 64,000; 63,000; 64,000;41,92381
65,000; 66,000; 64,000; 63,000; 63,000; 64,000; 63,000; 64,000; 64,000; 64,000; 63,000; 64,000;43,96356
66,000; 66,000; 64,000; 63,000; 63,000; 64,000; 63,000; 64,000; 64,000; 64,000; 63,000; 64,000;46,00332
64,000; 64,000; 64,000; 63,000; 63,000; 64,000; 63,000; 64,000; 64,000; 65,000; 62,000; 65,000;46,76356
64,000; 66,000; 64,000; 63,000; 63,000; 64,000; 63,000; 64,000; 64,000; 64,000; 63,000; 65,000;47,56356
64,000; 64,000; 64,000; 63,000; 63,000; 64,000; 63,000; 64,000; 65,000; 64,000; 62,000; 65,000;47,87468
65,000; 66,000; 64,000; 63,000; 63,000; 64,000; 63,000; 64,000; 64,000; 64,000; 63,000; 65,000;49,23968
64,000; 67,000; 64,000; 63,000; 63,000; 64,000; 63,000; 64,000; 64,000; 64,000; 63,000; 64,000;49,78175
64,000; 66,000; 64,000; 63,000; 63,000; 64,000; 63,000; 64,000; 64,000; 64,000; 62,000; 64,000;49,78175
64,000; 66,000; 64,000; 63,000; 63,000; 64,000; 63,000; 64,000; 64,000; 65,000; 63,000; 64,000;50,08175
64,000; 66,000; 64,000; 63,000; 63,000; 65,000; 63,000; 64,000; 64,000; 64,000; 63,000; 64,000;50,39048
64,000; 66,000; 64,000; 63,000; 63,000; 64,000; 63,000; 64,000; 65,000; 64,000; 63,000; 64,000;50,45476
64,000; 66,000; 64,000; 63,000; 63,000; 64,000; 63,000; 65,000; 64,000; 64,000; 63,000; 64,000;50,60952
64,000; 66,000; 66,000; 63,000; 63,000; 64,000; 63,000; 64,000; 64,000; 64,000; 63,000; 64,000;51,23968
65,000; 66,000; 66,000; 63,000; 63,000; 64,000; 63,000; 64,000; 64,000; 64,000; 63,000; 64,000;51,27944
66,000; 66,000; 64,000; 63,000; 63,000; 64,000; 63,000; 64,000; 64,000; 64,000; 63,000; 65,000;51,27944
66,000; 66,000; 66,000; 63,000; 63,000; 64,000; 63,000; 64,000; 64,000; 64,000; 63,000; 64,000;51,31919
