Generation;Fitness
[1]; 10598,86645
[2]; 9380,52597
[3]; 7298,69408
[4]; 4465,31234
[5]; 3351,09358
[6]; 3351,09358
[7]; 2811,31999
[8]; 2248,40101
[9]; 1822,0412
[10]; 1600,60527
[11]; 1456,76335
[12]; 1345,03838
[13]; 1169,79697
[14]; 1033,5829
[15]; 908,54076
[16]; 859,05584
[17]; 847,30159
[18]; 760,16919
[19]; 717,39639
[20]; 687,76306
[21]; 655,48218
[22]; 649,13773
[23]; 642,92424
[24]; 642,92424
[25]; 642,92424
[26]; 642,92424
[27]; 642,92424
[28]; 642,92424
[29]; 642,92424
[30]; 642,92424
[31]; 642,92424
[32]; 642,92424
[33]; 642,92424
[34]; 642,92424
[35]; 642,92424
[36]; 642,92424
[37]; 642,92424
[38]; 642,92424
[39]; 642,92424
[40]; 642,92424
[41]; 642,92424
[42]; 642,92424
[43]; 642,92424
[44]; 642,92424
[45]; 642,92424
[46]; 642,92424
[47]; 642,92424
[48]; 642,92424
[49]; 642,92424
[50]; 642,92424
