Generation;Fitness
[1]; 10299,7757
[2]; 9501,53984
[3]; 9937,86678
[4]; 9370,72865
[5]; 9283,77312
[6]; 8855,47781
[7]; 9802,54245
[8]; 10156,31957
[9]; 8920,71547
[10]; 7829,11188
[11]; 9437,5335
[12]; 9490,72971
[13]; 9971,61825
[14]; 10640,67223
[15]; 8897,25655
[16]; 9153,01495
[17]; 9960,39147
[18]; 9360,0552
[19]; 9726,88384
[20]; 9786,82915
[21]; 10191,70492
[22]; 10373,28872
[23]; 10049,11816
[24]; 10592,16001
[25]; 10062,9863
[26]; 9787,72931
[27]; 10106,46046
[28]; 10587,50136
[29]; 7807,4829
[30]; 9162,77861
[31]; 9260,10799
[32]; 9168,34225
[33]; 8855,77197
[34]; 9593,7012
[35]; 9593,71361
[36]; 10244,12222
[37]; 10316,69212
[38]; 7499,45936
[39]; 11906,77473
[40]; 8246,36567
[41]; 8352,08013
[42]; 10445,39899
[43]; 10836,34206
[44]; 9526,45258
[45]; 9403,08242
[46]; 9456,5929
[47]; 9659,9472
[48]; 10905,32923
[49]; 8874,43755
[50]; 9987,07536
[51]; 8122,08145
[52]; 9901,71851
[53]; 11279,10124
[54]; 10140,69538
[55]; 8293,05217
[56]; 8648,5141
[57]; 10032,16268
[58]; 8819,02994
[59]; 9482,19662
[60]; 11036,59508
[61]; 8864,90148
[62]; 9570,72717
[63]; 9947,68202
[64]; 10069,84887
[65]; 9487,07833
[66]; 9018,75217
[67]; 10545,71194
[68]; 10601,97498
[69]; 10315,21795
[70]; 9718,61901
[71]; 10109,16345
[72]; 11756,13214
[73]; 9622,30185
[74]; 10633,16816
[75]; 10757,99018
[76]; 9742,83616
[77]; 10249,36849
[78]; 10590,81978
[79]; 8860,53955
[80]; 11039,67549
[81]; 10294,3768
[82]; 7890,37149
[83]; 7890,47632
[84]; 7963,19932
[85]; 10405,92866
[86]; 10938,63682
[87]; 10253,32424
[88]; 11455,6421
[89]; 8859,93523
[90]; 10947,44911
[91]; 12158,71609
[92]; 11648,35953
[93]; 9995,89151
[94]; 9183,79436
[95]; 10180,58691
[96]; 8803,04284
[97]; 7995,56769
[98]; 10561,96933
[99]; 10497,67831
[100]; 7807,47683
[101]; 9989,97419
[102]; 10619,67589
[103]; 11370,39653
[104]; 10301,20272
[105]; 9284,41847
[106]; 12655,70255
[107]; 10850,09338
[108]; 9005,12728
[109]; 11147,89431
[110]; 10166,87048
[111]; 11144,35051
[112]; 11075,80494
[113]; 12350,41363
[114]; 12728,74231
[115]; 12212,07613
[116]; 11567,611
[117]; 11616,9681
[118]; 11744,20703
[119]; 11187,88658
[120]; 11620,27934
[121]; 12000,85793
[122]; 12013,13865
[123]; 12013,33054
[124]; 12038,72412
[125]; 12065,43957
[126]; 11707,05269
[127]; 11278,59945
[128]; 10893,85101
[129]; 10849,98014
[130]; 11578,84863
[131]; 9733,52549
[132]; 9731,07221
[133]; 10912,49235
[134]; 10791,38303
[135]; 10286,88678
[136]; 10123,72094
[137]; 8291,33876
[138]; 8331,10402
[139]; 8404,13028
[140]; 8347,161
[141]; 10992,46707
[142]; 9366,68163
[143]; 11713,82692
[144]; 10005,29283
[145]; 11837,3783
[146]; 10020,11917
[147]; 11776,92866
[148]; 11481,33096
[149]; 11693,41914
[150]; 13020,24341
[151]; 11228,86932
[152]; 11983,21074
[153]; 11624,99712
[154]; 11286,53286
[155]; 12099,3615
[156]; 11537,64264
