Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
-105,000; -104,000; -104,000; -104,000; -104,000; -104,000; -104,000; -105,000; -104,000; -105,000; -104,000; -104,000;21,0342
-105,000; -104,000; -104,000; -104,000; -104,000; -104,000; -104,000; -105,000; -105,000; -105,000; -104,000; -104,000;21,63658
-105,000; -104,000; -104,000; -104,000; -104,000; -104,000; -105,000; -105,000; -105,000; -105,000; -104,000; -104,000;23,10325
-105,000; -104,000; -104,000; -104,000; -104,000; -104,000; -105,000; -105,000; -104,000; -105,000; -104,000; -104,000;24,50087
-106,000; -104,000; -104,000; -104,000; -104,000; -104,000; -104,000; -105,000; -104,000; -105,000; -104,000; -104,000;27,07395
-105,000; -104,000; -104,000; -104,000; -104,000; -104,000; -104,000; -105,000; -104,000; -105,000; -104,000; -103,000;27,07395
-105,000; -104,000; -104,000; -104,000; -104,000; -104,000; -104,000; -105,000; -105,000; -105,000; -104,000; -103,000;27,67633
-106,000; -104,000; -104,000; -104,000; -104,000; -104,000; -104,000; -105,000; -105,000; -105,000; -104,000; -104,000;27,67633
-102,000; -104,000; -104,000; -104,000; -104,000; -104,000; -104,000; -105,000; -104,000; -105,000; -104,000; -104,000;28,08983
-105,000; -104,000; -104,000; -104,000; -104,000; -104,000; -104,000; -105,000; -104,000; -105,000; -103,000; -104,000;28,89214
-105,000; -104,000; -104,000; -104,000; -104,000; -104,000; -105,000; -105,000; -105,000; -105,000; -104,000; -103,000;29,143
-106,000; -104,000; -104,000; -104,000; -104,000; -104,000; -105,000; -105,000; -105,000; -105,000; -104,000; -104,000;29,143
-105,000; -104,000; -104,000; -104,000; -104,000; -104,000; -104,000; -105,000; -105,000; -105,000; -103,000; -104,000;29,49452
-105,000; -104,000; -104,000; -104,000; -104,000; -104,000; -104,000; -105,000; -104,000; -106,000; -104,000; -104,000;29,69214
-105,000; -104,000; -104,000; -104,000; -104,000; -104,000; -104,000; -105,000; -103,000; -105,000; -104,000; -104,000;30,13658
-105,000; -104,000; -104,000; -104,000; -104,000; -104,000; -104,000; -105,000; -105,000; -106,000; -104,000; -104,000;30,29452
-105,000; -104,000; -104,000; -104,000; -104,000; -104,000; -104,000; -106,000; -104,000; -105,000; -104,000; -104,000;30,38658
-105,000; -104,000; -104,000; -104,000; -103,000; -104,000; -104,000; -105,000; -104,000; -105,000; -104,000; -104,000;30,38658
-105,000; -104,000; -104,000; -104,000; -104,000; -104,000; -103,000; -105,000; -104,000; -105,000; -104,000; -104,000;30,50087
-105,000; -104,000; -104,000; -104,000; -104,000; -103,000; -104,000; -105,000; -104,000; -105,000; -104,000; -104,000;30,50087
