Generation;Fitness
[1]; 10598,86645
[2]; 8603,26905
[3]; 6367,5285
[4]; 5999,43167
[5]; 4977,45188
[6]; 3627,97403
[7]; 3235,74726
[8]; 2085,54776
[9]; 1959,56421
[10]; 1471,59012
[11]; 1251,37908
[12]; 1170,78968
[13]; 1081,16926
[14]; 988,71068
[15]; 931,68211
[16]; 899,47973
[17]; 881,68543
[18]; 821,43052
[19]; 817,51703
[20]; 815,60354
[21]; 809,56544
[22]; 809,34639
[23]; 809,34639
[24]; 809,34639
[25]; 809,34639
[26]; 809,34639
[27]; 809,34639
[28]; 809,34639
[29]; 809,34639
[30]; 809,34639
[31]; 809,34639
[32]; 809,34639
[33]; 809,34639
[34]; 809,34639
[35]; 809,34639
[36]; 809,34639
[37]; 809,34639
[38]; 809,34639
[39]; 809,34639
[40]; 809,34639
[41]; 809,34639
[42]; 809,34639
[43]; 809,34639
[44]; 809,34639
[45]; 809,34639
[46]; 809,34639
[47]; 809,34639
[48]; 809,34639
[49]; 809,34639
[50]; 809,34639
