Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
40,000; 43,000; 44,000; 43,000; 43,000; 42,000; 43,000; 39,000; 41,000; 41,000; 42,000; 42,000;76,43824
44,000; 45,000; 44,000; 39,000; 43,000; 42,000; 43,000; 44,000; 43,000; 43,000; 43,000; 42,000;76,47713
40,000; 43,000; 44,000; 43,000; 43,000; 42,000; 43,000; 39,000; 41,000; 41,000; 41,000; 40,000;78,58175
40,000; 43,000; 44,000; 39,000; 43,000; 42,000; 43,000; 44,000; 43,000; 43,000; 42,000; 42,000;81,00173
40,000; 43,000; 44,000; 43,000; 41,000; 42,000; 43,000; 39,000; 41,000; 41,000; 42,000; 42,000;81,63824
40,000; 43,000; 44,000; 43,000; 43,000; 42,000; 43,000; 39,000; 41,000; 41,000; 42,000; 40,000;82,45714
40,000; 43,000; 44,000; 43,000; 43,000; 42,000; 43,000; 39,000; 41,000; 43,000; 41,000; 42,000;83,13586
40,000; 41,000; 44,000; 39,000; 41,000; 42,000; 41,000; 39,000; 39,000; 41,000; 41,000; 40,000;84,09921
40,000; 43,000; 44,000; 39,000; 43,000; 42,000; 43,000; 44,000; 43,000; 43,000; 44,000; 42,000;84,93983
40,000; 43,000; 44,000; 39,000; 43,000; 42,000; 43,000; 44,000; 44,000; 43,000; 42,000; 42,000;85,43745
40,000; 43,000; 44,000; 39,000; 43,000; 42,000; 43,000; 44,000; 43,000; 43,000; 41,000; 42,000;87,88824
44,000; 45,000; 44,000; 39,000; 43,000; 42,000; 41,000; 44,000; 43,000; 43,000; 43,000; 42,000;87,9438
40,000; 43,000; 44,000; 39,000; 43,000; 42,000; 43,000; 44,000; 44,000; 43,000; 42,000; 44,000;88,18997
40,000; 41,000; 44,000; 39,000; 41,000; 42,000; 43,000; 39,000; 41,000; 42,000; 41,000; 41,000;91,83817
40,000; 43,000; 44,000; 39,000; 43,000; 42,000; 41,000; 39,000; 41,000; 41,000; 41,000; 40,000;92,08175
40,000; 43,000; 44,000; 39,000; 43,000; 42,000; 43,000; 44,000; 44,000; 43,000; 41,000; 42,000;92,32395
40,000; 43,000; 44,000; 39,000; 41,000; 42,000; 43,000; 44,000; 41,000; 43,000; 42,000; 42,000;93,40649
40,000; 43,000; 44,000; 39,000; 43,000; 42,000; 43,000; 44,000; 44,000; 41,000; 42,000; 42,000;93,5311
40,000; 45,000; 44,000; 39,000; 43,000; 42,000; 43,000; 44,000; 44,000; 43,000; 43,000; 42,000;93,82872
40,000; 43,000; 44,000; 39,000; 43,000; 42,000; 41,000; 44,000; 44,000; 43,000; 42,000; 42,000;94,57078
