Gen1;Gen2;Gen3;Wert
9,511; 9,511; 9,511;0
9,492; 9,492; 9,492;0
9,472; 9,472; 9,472;0
9,629; 9,629; 9,629;0
0,714; 0,714; 0,714;0
-1,281; -1,281; -1,281;0
9,531; 9,531; 9,531;0
7,439; 7,439; 7,439;0
1,339; 1,339; 1,339;0
9,883; 9,883; 9,883;0
8,280; 8,280; 8,280;0
5,934; 5,934; 5,934;0
-4,291; -4,291; -4,291;0
-0,186; -0,186; -0,186;0
1,417; 1,417; 1,417;0
6,246; 6,246; 6,246;0
2,434; 2,434; 2,434;0
2,493; 2,493; 2,493;0
-4,330; -4,330; -4,330;0
-7,146; -7,146; -7,146;0
