Generation;Fitness
[1]; 11141,70837
[2]; 10411,08348
[3]; 8359,59206
[4]; 7237,10188
[5]; 5624,29466
[6]; 4965,11457
[7]; 4544,92763
[8]; 3809,82532
[9]; 2950,99798
[10]; 2746,04812
[11]; 2416,3026
[12]; 1886,40758
[13]; 1354,94798
[14]; 1294,11948
[15]; 1137,89307
[16]; 975,81017
[17]; 1071,0127
[18]; 745,24452
[19]; 564,49062
[20]; 481,69062
[21]; 480,81443
[22]; 480,81443
[23]; 444,20743
[24]; 396,24632
[25]; 396,24632
[26]; 366,05094
[27]; 339,09618
[28]; 338,23665
[29]; 317,65043
[30]; 294,16854
[31]; 278,79242
[32]; 275,13939
[33]; 257,45036
[34]; 232,64098
[35]; 231,02114
[36]; 206,30426
[37]; 168,57417
[38]; 132,1702
[39]; 123,09084
[40]; 117,31068
[41]; 112,68384
[42]; 112,68384
[43]; 112,68384
[44]; 112,68384
[45]; 112,68384
[46]; 112,68384
[47]; 112,68384
[48]; 110,27576
[49]; 106,45592
[50]; 103,35354
[51]; 100,00671
