Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
-18,873; 15,219; 31,204; 36,325; 36,418; 36,168; 36,481; 36,293; 36,481; 35,919; 35,513; 36,481;439,48127
-18,873; 15,219; 31,204; 36,325; 36,293; 36,168; 36,481; 36,418; 36,512; 36,918; 35,513; 36,481;441,76584
-16,875; 15,219; 15,219; 36,325; 36,418; 36,168; 36,481; 36,418; 36,481; 35,919; 36,512; 36,481;466,39929
-16,875; 15,469; 15,219; 36,325; 36,418; 36,168; 36,481; 36,449; 36,481; 35,919; 36,512; 36,481;466,40415
-16,875; 15,219; 15,219; 36,325; 36,418; 36,168; 36,481; 36,418; 36,512; 35,919; 36,512; 36,481;466,62103
-16,875; 15,219; 15,219; 36,325; 36,418; 36,168; 36,481; 36,418; 36,512; 36,918; 36,512; 36,481;466,73303
-16,875; 15,095; 15,219; 36,325; 36,293; 36,168; 36,481; 36,418; 36,512; 35,919; 36,512; 36,481;466,75553
-16,875; 15,095; 15,219; 36,325; 36,418; 36,168; 36,481; 36,418; 36,481; 35,919; 36,512; 36,481;466,88108
-16,875; 15,219; 15,219; 36,325; 36,418; 36,168; 36,481; 36,293; 36,512; 35,919; 36,512; 36,481;466,94126
-16,875; 15,095; 15,219; 36,325; 36,293; 36,168; 36,481; 36,418; 36,512; 36,918; 36,512; 36,481;466,96743
-16,875; 15,095; 15,157; 36,325; 36,356; 36,168; 36,481; 36,418; 36,512; 35,919; 36,512; 36,481;467,03269
-16,875; 15,095; 15,157; 36,325; 36,418; 36,168; 36,481; 36,418; 36,481; 35,919; 36,512; 36,481;467,04704
-16,875; 15,095; 15,219; 36,325; 36,418; 36,168; 36,481; 36,418; 36,512; 35,919; 36,512; 36,481;467,10282
-16,875; 15,095; 15,219; 36,325; 36,418; 36,168; 36,481; 36,418; 36,481; 36,918; 36,512; 36,481;467,11796
-16,875; 15,219; 15,157; 36,325; 36,418; 36,168; 36,481; 36,293; 36,481; 35,919; 36,512; 36,481;467,13525
-16,875; 15,095; 15,219; 36,325; 36,418; 36,168; 36,481; 36,293; 36,481; 35,919; 36,512; 36,481;467,20131
-16,875; 15,095; 15,219; 36,325; 36,418; 36,168; 36,481; 36,418; 36,512; 36,918; 36,512; 36,481;467,21481
-16,875; 15,095; 15,157; 36,325; 36,418; 36,168; 36,481; 36,418; 36,512; 35,919; 36,512; 36,481;467,26878
-16,875; 15,095; 15,157; 36,325; 36,418; 36,168; 36,481; 36,293; 36,481; 35,919; 36,512; 36,481;467,36727
-16,875; 15,095; 15,157; 36,325; 36,418; 36,168; 36,481; 36,418; 36,512; 36,918; 36,512; 36,481;467,38078
