Generation;Fitness
[1]; 17497,35607
[2]; 17574,90201
[3]; 17582,0381
[4]; 17429,72523
[5]; 17740,71949
[6]; 18147,75051
[7]; 18078,63823
[8]; 17932,13683
[9]; 17884,47012
[10]; 17702,89607
[11]; 17830,00837
[12]; 17706,35052
[13]; 17477,39602
[14]; 17387,60865
[15]; 17490,11684
[16]; 17418,36766
[17]; 17708,21847
[18]; 17380,26406
[19]; 17427,51863
[20]; 17134,11494
[21]; 17258,27272
[22]; 17531,6394
[23]; 17417,32853
[24]; 17348,46875
[25]; 17514,50375
[26]; 17221,1838
[27]; 17388,34713
[28]; 17627,09634
[29]; 17326,1269
[30]; 17594,78144
[31]; 17657,61667
[32]; 17592,77727
[33]; 17580,79838
[34]; 17738,52847
[35]; 17737,88226
[36]; 17643,54853
[37]; 17891,02624
[38]; 18010,4345
[39]; 17994,8721
[40]; 18106,21176
[41]; 17957,95153
[42]; 17782,0823
[43]; 17848,61632
[44]; 17835,55432
[45]; 17984,23176
[46]; 17929,61735
[47]; 17889,19352
[48]; 17504,13475
[49]; 17506,96274
[50]; 17206,29562
[51]; 17115,90415
[52]; 17124,99016
[53]; 17303,25371
[54]; 17368,93267
[55]; 17335,82902
[56]; 17542,84434
[57]; 17541,98398
[58]; 17539,07555
[59]; 17561,62982
[60]; 17645,78907
[61]; 17542,58251
[62]; 17439,85417
[63]; 17352,70886
[64]; 17383,80893
[65]; 17429,41799
[66]; 17753,49491
[67]; 17568,73782
[68]; 17763,95326
[69]; 17741,82558
[70]; 17740,86585
[71]; 17797,00726
[72]; 18153,34195
[73]; 18190,77482
[74]; 18057,4211
[75]; 18110,61843
[76]; 17971,10483
[77]; 18076,47353
[78]; 18081,42501
[79]; 18267,66663
[80]; 18272,3965
[81]; 18223,64229
[82]; 18181,77892
[83]; 18143,74807
[84]; 18172,97108
[85]; 18222,57653
[86]; 18208,26843
[87]; 18040,02459
[88]; 17814,8591
[89]; 17919,02773
[90]; 18198,45741
[91]; 18500,07139
[92]; 18235,70007
