Generation;Fitness
[1]; 17497,35607
[2]; 13328,73438
[3]; 10728,49589
[4]; 9362,88995
[5]; 8227,64573
[6]; 6970,50431
[7]; 5944,79269
[8]; 5351,16509
[9]; 4864,78458
[10]; 4302,21818
[11]; 3805,40071
[12]; 3399,6002
[13]; 3106,38805
[14]; 2788,15683
[15]; 2565,99382
[16]; 2327,94663
[17]; 2238,84532
[18]; 2158,95088
[19]; 2064,7602
[20]; 2010,73371
[21]; 1913,20363
[22]; 1805,83449
[23]; 1610,43239
[24]; 1418,57719
[25]; 1288,69994
[26]; 1094,01295
[27]; 967,32642
[28]; 913,58109
[29]; 871,52052
[30]; 852,54641
[31]; 808,71244
[32]; 740,04992
[33]; 698,69017
[34]; 671,08758
[35]; 629,93484
[36]; 580,63114
[37]; 508,88116
[38]; 453,11343
[39]; 422,60052
[40]; 392,1075
[41]; 369,73991
[42]; 364,0614
[43]; 356,65755
[44]; 344,57001
[45]; 337,58869
[46]; 324,05607
[47]; 317,74667
[48]; 311,73265
[49]; 306,56965
[50]; 301,83501
[51]; 299,4832
