Generation;Fitness
[1]; 10598,86645
[2]; 7713,64986
[3]; 4802,22763
[4]; 4788,25382
[5]; 4405,45837
[6]; 3504,06948
[7]; 2654,21364
[8]; 2546,20722
[9]; 1591,379
[10]; 1519,20541
[11]; 1487,35996
[12]; 1258,67222
[13]; 1102,5873
[14]; 1001,17374
[15]; 818,5881
[16]; 555,55866
[17]; 460,72908
[18]; 387,02266
[19]; 387,02266
[20]; 345,01414
[21]; 260,60938
[22]; 244,11905
[23]; 212,25238
[24]; 203,77619
[25]; 190,48333
[26]; 182,94048
[27]; 174,90253
[28]; 158,48384
[29]; 134,52569
[30]; 123,17172
[31]; 107,81299
[32]; 96,32489
[33]; 79,23362
[34]; 68,96861
[35]; 60,71847
[36]; 57,2868
[37]; 51,84942
[38]; 41,89466
[39]; 33,71609
[40]; 33,11371
[41]; 27,07395
[42]; 27,07395
[43]; 21,0342
[44]; 21,0342
[45]; 21,0342
[46]; 21,0342
[47]; 21,0342
[48]; 21,0342
[49]; 21,0342
[50]; 21,0342
[51]; 21,0342
