Generation;Fitness
[1]; 33,08264
[2]; 8,06587
[3]; 3,15575
[4]; 1,67772
[5]; 0,96627
[6]; 0,48922
[7]; 0,26413
[8]; 0,13235
[9]; 0,05479
[10]; 0,02723
[11]; 0,01806
[12]; 0,01041
[13]; 0,00547
[14]; 0,00349
[15]; 0,00253
[16]; 0,00204
[17]; 0,0016
[18]; 0,00143
[19]; 0,00136
[20]; 0,00128
[21]; 0,00121
[22]; 0,0011
[23]; 0,00097
[24]; 0,00079
[25]; 0,00064
[26]; 0,00044
[27]; 0,00024
[28]; 0
[29]; 0
[30]; 0
[31]; 0
[32]; 0
[33]; 0
[34]; 0
[35]; 0
[36]; 0
[37]; 0
[38]; 0
[39]; 0
[40]; 0
[41]; 0
[42]; 0
[43]; 0
[44]; 0
[45]; 0
[46]; 0
[47]; 0
[48]; 0
[49]; 0
[50]; 0
[51]; 0
