Generation;Fitness
[1]; 34,25943
[2]; 10,07032
[3]; 5,41393
[4]; 3,30939
[5]; 2,13852
[6]; 1,38738
[7]; 0,78944
[8]; 0,48157
[9]; 0,27071
[10]; 0,19819
[11]; 0,14822
[12]; 0,15273
[13]; 0,12184
[14]; 0,11767
[15]; 0,10254
[16]; 0,09189
[17]; 0,09006
[18]; 0,09686
[19]; 0,10166
[20]; 0,08047
[21]; 0,09415
[22]; 0,08439
[23]; 0,083
[24]; 0,07682
[25]; 0,08111
[26]; 0,0762
[27]; 0,07297
[28]; 0,08494
[29]; 0,08849
[30]; 0,08326
[31]; 0,07581
[32]; 0,07468
[33]; 0,07589
[34]; 0,06734
[35]; 0,0693
[36]; 0,06551
[37]; 0,0738
[38]; 0,07203
[39]; 0,06604
[40]; 0,06472
[41]; 0,07457
[42]; 0,07078
[43]; 0,06333
[44]; 0,06659
[45]; 0,06909
[46]; 0,07411
[47]; 0,07131
[48]; 0,07699
[49]; 0,07601
[50]; 0,07697
[51]; 0,06365
