Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
-129,331; -129,269; -114,033; -111,348; -113,877; -113,939; -113,908; -113,752; -112,378; -112,347; -112,378; -112,378;194,55682
-129,331; -128,832; -114,033; -111,348; -113,877; -113,939; -113,908; -113,752; -112,378; -112,347; -112,035; -112,316;195,28175
-129,331; -129,269; -114,033; -111,348; -113,877; -113,440; -113,908; -113,752; -112,378; -112,160; -112,378; -112,378;197,13607
-129,331; -129,269; -114,033; -111,348; -113,877; -113,440; -113,908; -113,752; -112,378; -112,160; -112,378; -112,347;197,24658
-129,331; -129,269; -114,033; -111,348; -113,877; -113,440; -113,159; -113,752; -112,378; -112,160; -112,191; -112,378;197,4395
-129,331; -129,269; -114,033; -111,348; -113,877; -113,939; -113,908; -113,752; -112,378; -112,160; -112,035; -112,378;197,68196
-129,331; -129,269; -114,033; -111,348; -113,877; -113,440; -113,908; -113,752; -112,378; -112,347; -112,035; -112,378;198,01661
-129,331; -129,331; -114,033; -111,348; -113,877; -113,440; -113,908; -113,752; -112,378; -112,347; -112,066; -112,378;198,03002
-129,331; -129,269; -114,033; -111,348; -113,877; -114,189; -113,908; -113,752; -112,378; -112,160; -112,316; -112,378;198,04895
-129,331; -129,269; -114,033; -111,348; -113,877; -113,440; -113,908; -113,752; -112,378; -112,160; -112,129; -112,347;198,06743
-129,331; -129,269; -114,033; -111,348; -113,877; -113,440; -113,908; -113,752; -112,378; -112,160; -112,129; -112,378;198,0818
-129,331; -129,269; -114,033; -111,348; -113,877; -113,440; -113,908; -113,752; -112,378; -112,160; -112,378; -112,129;198,08261
-129,331; -129,269; -114,033; -111,348; -113,877; -113,440; -113,908; -113,752; -112,378; -112,160; -112,129; -112,097;198,20224
-129,331; -129,269; -114,033; -111,348; -113,877; -113,440; -113,908; -113,752; -112,129; -112,160; -112,347; -112,378;198,37569
-129,331; -128,769; -114,033; -111,348; -113,877; -114,189; -113,159; -113,752; -112,378; -112,347; -112,035; -112,316;198,39185
-129,331; -129,269; -114,033; -111,348; -113,877; -113,440; -113,908; -113,752; -112,378; -112,160; -112,066; -112,254;198,4793
-129,331; -129,269; -114,033; -111,348; -113,877; -113,440; -113,908; -113,752; -112,378; -112,160; -112,066; -112,316;198,50804
-129,331; -129,269; -114,033; -111,348; -113,877; -113,440; -113,908; -113,752; -112,378; -112,160; -112,066; -112,378;198,53678
-129,331; -129,269; -114,033; -111,348; -113,877; -113,939; -113,159; -113,752; -112,378; -112,160; -112,129; -112,378;198,56051
-129,331; -129,269; -114,033; -111,348; -113,877; -114,189; -113,908; -113,752; -112,378; -112,160; -112,160; -112,378;198,56198
