Generation;Fitness
[1]; 9702,07507
[2]; 5520,79198
[3]; 5402,55748
[4]; 5313,01044
[5]; 4380,13549
[6]; 3283,5028
[7]; 2637,28127
[8]; 2135,39864
[9]; 1936,5165
[10]; 1519,62941
[11]; 1318,89293
[12]; 1179,31693
[13]; 1058,65331
[14]; 1019,79312
[15]; 1002,39742
[16]; 974,42143
[17]; 947,83038
[18]; 919,14447
[19]; 902,91902
[20]; 891,90944
[21]; 883,59222
[22]; 881,41561
[23]; 880,58525
[24]; 879,73437
[25]; 879,46963
[26]; 879,31507
[27]; 879,31507
[28]; 879,31507
[29]; 879,31507
[30]; 879,31507
[31]; 879,31507
[32]; 879,31507
[33]; 879,31507
[34]; 879,31507
[35]; 879,31507
[36]; 879,31507
[37]; 879,31507
[38]; 879,31507
[39]; 879,31507
[40]; 879,31507
[41]; 879,31507
[42]; 879,31507
[43]; 879,31507
[44]; 879,31507
[45]; 879,31507
[46]; 879,31507
[47]; 879,31507
[48]; 879,31507
[49]; 879,31507
[50]; 879,31507
[51]; 879,31507
