Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
31,000; 29,000; 23,000; 32,000; 31,000; 33,000; 32,000; 32,000; 31,000; -1,000; -1,000; -1,000;496,46501
31,000; 29,000; 23,000; 32,000; 31,000; 33,000; 32,000; 32,000; 31,000; -1,000; -3,000; -1,000;512,18088
31,000; 29,000; 23,000; 32,000; 31,000; 33,000; 32,000; 32,000; 14,000; -1,000; -3,000; -1,000;535,7785
15,000; 15,000; 23,000; 32,000; 31,000; 32,000; 32,000; 16,000; 15,000; -1,000; -1,000; -1,000;545,28449
15,000; 15,000; 23,000; 32,000; 31,000; 32,000; 32,000; 16,000; 14,000; -1,000; -1,000; -1,000;547,05354
15,000; 15,000; 23,000; 32,000; 31,000; 32,000; 32,000; 16,000; 13,000; -1,000; -1,000; -1,000;548,82258
15,000; 29,000; 23,000; 32,000; 31,000; 33,000; 32,000; 32,000; 31,000; -1,000; -1,000; -1,000;549,77179
15,000; 29,000; 23,000; 32,000; 31,000; 33,000; 32,000; 32,000; 30,000; -1,000; -1,000; -1,000;549,80274
15,000; 29,000; 23,000; 32,000; 31,000; 33,000; 32,000; 32,000; 29,000; -1,000; -1,000; -1,000;549,83369
15,000; 29,000; 23,000; 32,000; 30,000; 33,000; 32,000; 32,000; 30,000; -1,000; -1,000; -1,000;551,78369
15,000; 29,000; 23,000; 32,000; 30,000; 33,000; 32,000; 32,000; 31,000; -1,000; -1,000; -1,000;552,75274
15,000; 29,000; 23,000; 32,000; 31,000; 33,000; 32,000; 32,000; 23,000; -1,000; -1,000; -1,000;553,44798
15,000; 15,000; 19,000; 32,000; 31,000; 33,000; 32,000; 16,000; 15,000; -1,000; -1,000; -1,000;553,45274
15,000; 15,000; 19,000; 32,000; 30,000; 33,000; 32,000; 16,000; 15,000; -1,000; -1,000; -1,000;554,10036
15,000; 15,000; 21,000; 32,000; 31,000; 33,000; 32,000; 16,000; 15,000; -1,000; -1,000; -1,000;554,10195
15,000; 15,000; 22,000; 32,000; 31,000; 33,000; 32,000; 16,000; 15,000; -1,000; -1,000; -1,000;554,42655
15,000; 29,000; 23,000; 32,000; 31,000; 33,000; 32,000; 32,000; 22,000; -1,000; -1,000; -1,000;554,71703
15,000; 15,000; 19,000; 32,000; 29,000; 33,000; 32,000; 16,000; 15,000; -1,000; -1,000; -1,000;554,74798
15,000; 15,000; 21,000; 32,000; 30,000; 33,000; 32,000; 16,000; 15,000; -1,000; -1,000; -1,000;554,74957
15,000; 15,000; 23,000; 32,000; 31,000; 33,000; 32,000; 16,000; 15,000; -1,000; -1,000; -1,000;554,75115
