Generation;Fitness
[1]; 36,12317
[2]; 10,90187
[3]; 5,28549
[4]; 3,35831
[5]; 1,63423
[6]; 1,02313
[7]; 0,78349
[8]; 0,54111
[9]; 0,35328
[10]; 0,19778
[11]; 0,17485
[12]; 0,14817
[13]; 0,10734
[14]; 0,08815
[15]; 0,08005
[16]; 0,05911
[17]; 0,0662
[18]; 0,0504
[19]; 0,0255
[20]; 0,02514
[21]; 0
[22]; 0
[23]; 0
[24]; 0
[25]; 0
[26]; 0
[27]; 0
[28]; 0
[29]; 0
[30]; 0
[31]; 0
[32]; 0
[33]; 0
[34]; 0
[35]; 0
[36]; 0
[37]; 0
[38]; 0
[39]; 0
[40]; 0
[41]; 0
[42]; 0
[43]; 0
[44]; 0
[45]; 0
[46]; 0
[47]; 0
[48]; 0
[49]; 0
[50]; 0
[51]; 0
