Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
-257,241; -269,167; -256,711; -255,992; -260,675; -257,179; -256,086; -256,117; -255,992; -256,242; -255,743; -255,899;149,57519
-264,984; -269,167; -263,423; -262,986; -260,675; -257,179; -256,086; -256,242; -256,242; -256,117; -255,743; -255,899;161,23037
-264,984; -269,167; -263,423; -262,986; -260,551; -257,179; -256,086; -256,242; -256,117; -256,117; -255,493; -255,899;163,03689
-256,742; -269,167; -263,423; -262,986; -260,675; -257,179; -256,086; -256,242; -256,242; -256,117; -255,743; -255,899;170,38955
-257,241; -269,167; -263,423; -263,985; -259,052; -257,179; -256,086; -256,211; -255,992; -256,117; -255,743; -255,899;171,49975
-257,241; -269,167; -263,423; -263,985; -260,675; -257,179; -256,086; -256,242; -255,868; -256,117; -256,180; -255,899;174,28991
-256,991; -269,167; -263,423; -263,985; -260,675; -257,179; -256,086; -256,242; -256,117; -256,117; -255,743; -255,899;174,93536
-256,991; -269,167; -263,423; -263,985; -260,675; -257,179; -256,086; -256,242; -256,242; -256,117; -255,743; -255,899;174,9642
-257,241; -269,167; -263,423; -263,985; -260,675; -257,179; -256,086; -256,242; -255,868; -256,117; -255,743; -255,899;175,63274
-257,241; -269,167; -263,423; -263,985; -260,675; -257,179; -256,086; -256,242; -255,868; -256,242; -255,743; -255,899;175,96684
-256,991; -269,167; -263,423; -263,985; -260,675; -257,179; -256,086; -256,242; -255,868; -256,117; -255,743; -255,899;176,35545
-272,727; -269,167; -256,711; -255,992; -259,052; -258,178; -256,086; -256,242; -255,992; -256,117; -255,493; -255,899;186,02444
-272,727; -269,167; -256,711; -255,992; -259,052; -258,178; -256,086; -256,242; -255,868; -256,117; -255,493; -255,930;186,76446
-272,727; -269,167; -263,423; -262,986; -260,675; -257,179; -256,086; -256,242; -256,242; -256,117; -256,055; -255,899;189,43116
-272,976; -269,167; -263,423; -262,986; -259,052; -258,178; -256,086; -256,242; -256,117; -256,242; -256,055; -255,899;189,92356
-272,727; -269,167; -256,711; -255,992; -260,675; -257,179; -256,086; -256,117; -255,868; -256,117; -256,117; -255,930;190,44411
-272,976; -269,167; -263,423; -262,986; -256,679; -257,179; -256,086; -256,242; -255,868; -256,117; -256,055; -255,899;190,63133
-272,976; -269,167; -263,423; -262,986; -260,551; -257,179; -256,086; -256,242; -256,117; -256,117; -256,055; -255,899;190,78356
-272,727; -269,167; -263,423; -262,986; -260,675; -257,179; -256,086; -256,117; -255,868; -256,117; -256,055; -255,899;190,82478
-272,727; -269,167; -263,423; -262,986; -260,675; -257,179; -256,086; -256,117; -256,117; -256,117; -255,743; -255,899;190,85892
