Gen1;Gen2;Gen3;Wert
4,323; 4,323; 4,323;0
4,318; 4,318; 4,318;0
4,322; 4,322; 4,322;0
3,415; 3,415; 3,415;0
3,658; 3,658; 3,658;0
-3,171; -3,171; -3,171;0
4,317; 4,317; 4,317;0
8,537; 8,537; 8,537;0
4,635; 4,635; 4,635;0
0,915; 0,915; 0,915;0
3,581; 3,581; 3,581;0
3,395; 3,395; 3,395;0
3,659; 3,659; 3,659;0
3,349; 3,349; 3,349;0
-2,839; -2,839; -2,839;0
-6,586; -6,586; -6,586;0
2,729; 2,729; 2,729;0
-6,420; -6,420; -6,420;0
8,542; 8,542; 8,542;0
6,669; 6,669; 6,669;0
