Generation;Fitness
[1]; 17438,82161
[2]; 13245,52244
[3]; 10935,43621
[4]; 9047,0728
[5]; 7202,07127
[6]; 5545,08282
[7]; 4588,23375
[8]; 3788,19335
[9]; 3239,70504
[10]; 2768,68643
[11]; 2519,10937
[12]; 2283,31174
[13]; 1952,5718
[14]; 1654,73987
[15]; 1460,67038
[16]; 1311,10833
[17]; 1191,76661
[18]; 1099,182
[19]; 1003,45058
[20]; 894,06387
[21]; 802,68299
[22]; 709,08761
[23]; 629,98294
[24]; 544,97106
[25]; 462,60019
[26]; 403,97399
[27]; 350,15179
[28]; 306,7619
[29]; 279,16658
[30]; 247,31282
[31]; 227,71776
[32]; 208,04522
[33]; 192,17361
[34]; 171,79744
[35]; 155,18264
[36]; 132,79375
[37]; 114,08834
[38]; 98,66457
[39]; 85,90388
[40]; 73,75852
[41]; 64,53445
[42]; 54,88253
[43]; 47,75984
[44]; 42,28574
[45]; 36,0547
[46]; 30,52578
[47]; 26,32794
[48]; 22,77328
[49]; 19,31555
[50]; 17,34321
[51]; 17,24162
