Generation;Fitness
[1]; 17438,82161
[2]; 12427,44636
[3]; 9639,62427
[4]; 7780,13045
[5]; 6235,57428
[6]; 4995,09365
[7]; 3887,58459
[8]; 3005,39007
[9]; 2298,44599
[10]; 1835,46684
[11]; 1581,08971
[12]; 1428,28749
[13]; 1287,98586
[14]; 1165,55768
[15]; 1110,95599
[16]; 1044,80985
[17]; 982,80494
[18]; 941,19636
[19]; 908,73946
[20]; 877,82836
[21]; 840,46595
[22]; 818,63865
[23]; 806,5979
[24]; 800,18945
[25]; 794,37126
[26]; 791,68579
[27]; 791,68579
[28]; 791,68579
[29]; 791,68579
[30]; 791,68579
[31]; 791,68579
[32]; 791,68579
[33]; 791,68579
[34]; 791,68579
[35]; 791,68579
[36]; 791,68579
[37]; 791,68579
[38]; 791,68579
[39]; 791,68579
[40]; 791,68579
[41]; 791,68579
[42]; 791,68579
[43]; 791,68579
[44]; 791,68579
[45]; 791,68579
[46]; 791,68579
[47]; 791,68579
[48]; 791,68579
[49]; 791,68579
[50]; 791,68579
[51]; 791,68579
