Generation;Fitness
[1]; 32,93866
[2]; 9,21373
[3]; 4,78292
[4]; 2,02831
[5]; 0,77837
[6]; 0,52177
[7]; 0,38522
[8]; 0,18624
[9]; 0,07724
[10]; 0,0396
[11]; 0,02346
[12]; 0,01714
[13]; 0,01436
[14]; 0,01272
[15]; 0,01127
[16]; 0,00914
[17]; 0,00692
[18]; 0,00573
[19]; 0,00505
[20]; 0,00463
[21]; 0,00441
[22]; 0,0042
[23]; 0,00399
[24]; 0,00378
[25]; 0,00358
[26]; 0,00339
[27]; 0,00331
[28]; 0,00322
[29]; 0,00319
[30]; 0,00315
[31]; 0,00311
[32]; 0,00308
[33]; 0,00304
[34]; 0,003
[35]; 0,00297
[36]; 0,00293
[37]; 0,00289
[38]; 0,00286
[39]; 0,00282
[40]; 0,00278
[41]; 0,00275
[42]; 0,00271
[43]; 0,00267
[44]; 0,00264
[45]; 0,0026
[46]; 0,00256
[47]; 0,00253
[48]; 0,00249
[49]; 0,00245
[50]; 0,00242
[51]; 0,00238
