Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,822; 98,547; 55,494; 64,173; 47,439; 47,720;2035,53552
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,822; 98,547; 55,556; 64,173; 47,439; 47,720;2035,60435
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,822; 98,547; 55,494; 64,173; 47,439; 47,782;2035,64207
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,822; 98,547; 55,619; 64,173; 47,439; 47,720;2035,67318
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,822; 98,547; 55,556; 64,173; 47,439; 47,782;2035,7109
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,791; 98,547; 55,556; 64,173; 47,439; 47,720;2035,71882
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,822; 98,547; 55,494; 64,173; 47,377; 47,720;2035,75252
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,760; 98,547; 55,494; 64,173; 47,439; 47,720;2035,76447
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,822; 98,547; 55,619; 64,173; 47,439; 47,782;2035,77973
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,791; 98,547; 55,619; 64,173; 47,439; 47,720;2035,78766
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,822; 98,547; 55,556; 64,173; 47,439; 47,845;2035,81745
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,822; 98,547; 55,556; 64,173; 47,377; 47,720;2035,82136
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,791; 98,547; 55,556; 64,173; 47,439; 47,782;2035,82538
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,822; 98,578; 55,494; 64,173; 47,439; 47,720;2035,8275
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,760; 98,547; 55,556; 64,173; 47,439; 47,720;2035,8333
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,760; 98,547; 55,494; 64,173; 47,439; 47,782;2035,87102
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,822; 98,547; 55,619; 64,173; 47,439; 47,845;2035,88628
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,822; 98,547; 55,556; 64,173; 47,439; 47,907;2035,924
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,791; 98,547; 55,556; 64,173; 47,377; 47,720;2035,93583
-78,473; -3,763; -12,848; -30,612; 33,608; 40,258; 38,760; 98,547; 55,556; 64,173; 47,439; 47,782;2035,93985
