Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000;0
24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 25,000; 24,000;7,85794
24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 23,000; 24,000;7,85794
24,000; 25,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000;7,85794
24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 25,000; 24,000; 24,000;8,65794
24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 25,000; 24,000; 24,000; 24,000;9,10238
24,000; 24,000; 24,000; 25,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000;9,10238
24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 25,000; 24,000; 24,000; 24,000; 24,000;9,35238
24,000; 24,000; 24,000; 24,000; 25,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000;9,35238
24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 25,000; 24,000; 24,000; 24,000; 24,000; 24,000;9,46667
24,000; 24,000; 24,000; 24,000; 24,000; 25,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000;9,46667
24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 26,000;12,07951
24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 25,000; 25,000; 24,000;12,51587
24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 25,000; 25,000; 24,000; 24,000;13,76032
24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 25,000; 25,000; 24,000; 24,000; 24,000;14,45476
24,000; 24,000; 24,000; 25,000; 25,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000;14,45476
24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 25,000; 25,000; 24,000; 24,000; 24,000; 24,000;14,81905
24,000; 24,000; 24,000; 24,000; 25,000; 25,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000;14,81905
24,000; 24,000; 24,000; 24,000; 24,000; 25,000; 25,000; 24,000; 24,000; 24,000; 24,000; 24,000;14,93333
24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 24,000; 25,000; 24,000; 25,000; 24,000;14,96032
