Generation;Fitness
[1]; 10598,86645
[2]; 8995,92201
[3]; 7275,39185
[4]; 7275,39185
[5]; 7275,39185
[6]; 7275,39185
[7]; 7275,39185
[8]; 5923,73766
[9]; 5923,73766
[10]; 5923,73766
[11]; 5923,73766
[12]; 5923,73766
[13]; 5923,73766
[14]; 5923,73766
[15]; 5923,73766
[16]; 5923,73766
[17]; 5923,73766
[18]; 5923,73766
[19]; 5923,73766
[20]; 5923,73766
[21]; 5923,73766
[22]; 5923,73766
[23]; 5923,73766
[24]; 5923,73766
[25]; 5923,73766
[26]; 5923,73766
[27]; 5923,73766
[28]; 5923,73766
[29]; 5923,73766
[30]; 5923,73766
[31]; 5923,73766
[32]; 5923,73766
[33]; 5923,73766
[34]; 5923,73766
[35]; 5923,73766
[36]; 5923,73766
[37]; 5923,73766
[38]; 5923,73766
[39]; 5923,73766
[40]; 5923,73766
[41]; 5923,73766
[42]; 5923,73766
[43]; 5923,73766
[44]; 5923,73766
[45]; 5923,73766
[46]; 5923,73766
[47]; 5923,73766
[48]; 5923,73766
[49]; 5923,73766
[50]; 5923,73766
[51]; 5923,73766
[52]; 5923,73766
[53]; 5923,73766
[54]; 5923,73766
[55]; 5923,73766
[56]; 5923,73766
[57]; 5923,73766
[58]; 5923,73766
[59]; 5923,73766
[60]; 5923,73766
[61]; 5923,73766
[62]; 5923,73766
[63]; 5923,73766
[64]; 5923,73766
[65]; 5923,73766
[66]; 5923,73766
[67]; 5923,73766
[68]; 5923,73766
[69]; 5923,73766
[70]; 5923,73766
[71]; 5923,73766
[72]; 5923,73766
[73]; 5923,73766
[74]; 5923,73766
[75]; 5923,73766
[76]; 5923,73766
[77]; 5923,73766
[78]; 5923,73766
[79]; 5923,73766
[80]; 5923,73766
[81]; 5923,73766
[82]; 5923,73766
[83]; 5923,73766
[84]; 5923,73766
[85]; 5923,73766
[86]; 5923,73766
[87]; 5923,73766
[88]; 5923,73766
[89]; 5923,73766
[90]; 5923,73766
[91]; 5923,73766
[92]; 5923,73766
[93]; 5923,73766
[94]; 5923,73766
[95]; 5923,73766
[96]; 5923,73766
[97]; 5923,73766
[98]; 5923,73766
[99]; 5923,73766
[100]; 5923,73766
[101]; 5923,73766
[102]; 5923,73766
[103]; 5923,73766
[104]; 5923,73766
[105]; 5923,73766
[106]; 5923,73766
[107]; 5923,73766
[108]; 5923,73766
[109]; 5923,73766
[110]; 5923,73766
[111]; 5923,73766
[112]; 5923,73766
[113]; 5923,73766
[114]; 5923,73766
[115]; 5923,73766
[116]; 5923,73766
[117]; 5923,73766
[118]; 5923,73766
[119]; 5923,73766
[120]; 5923,73766
[121]; 5923,73766
[122]; 5923,73766
[123]; 5923,73766
[124]; 5923,73766
[125]; 5923,73766
[126]; 5923,73766
[127]; 5923,73766
[128]; 5923,73766
[129]; 5923,73766
[130]; 5923,73766
[131]; 5923,73766
[132]; 5923,73766
[133]; 5923,73766
[134]; 5923,73766
[135]; 5923,73766
[136]; 5923,73766
[137]; 5923,73766
[138]; 5923,73766
[139]; 5923,73766
[140]; 5923,73766
[141]; 5923,73766
[142]; 5923,73766
[143]; 5923,73766
[144]; 5923,73766
[145]; 5923,73766
[146]; 5923,73766
[147]; 5923,73766
[148]; 5923,73766
[149]; 5612,09524
[150]; 4722,47359
