Generation;Fitness
[1]; 17497,35607
[2]; 12935,56434
[3]; 10515,56837
[4]; 9113,84597
[5]; 7843,14136
[6]; 7007,77865
[7]; 6087,13847
[8]; 5377,35526
[9]; 4525,71371
[10]; 3834,82478
[11]; 3334,55655
[12]; 3133,89012
[13]; 2905,61982
[14]; 2698,17321
[15]; 2343,08257
[16]; 2250,74115
[17]; 2090,60504
[18]; 1951,37046
[19]; 1924,62957
[20]; 1858,24662
[21]; 1721,88246
[22]; 1390,17566
[23]; 1086,50453
[24]; 905,49709
[25]; 760,23241
[26]; 548,43005
[27]; 502,58313
[28]; 485,76256
[29]; 471,63539
[30]; 452,24156
[31]; 421,80266
[32]; 401,74653
[33]; 390,77203
[34]; 380,27127
[35]; 371,56326
[36]; 356,29342
[37]; 334,79318
[38]; 323,65513
[39]; 319,86639
[40]; 315,21198
[41]; 309,37773
[42]; 300,99091
[43]; 294,10785
[44]; 284,76604
[45]; 267,68825
[46]; 244,1351
[47]; 227,70536
[48]; 219,43121
[49]; 216,34338
[50]; 210,86939
[51]; 208,16479
