Gen1;Gen2;Gen3;Wert
2,082; 2,082; 2,082;0
2,121; 2,121; 2,121;0
1,457; 1,457; 1,457;0
-1,515; -1,515; -1,515;0
1,437; 1,437; 1,437;0
1,535; 1,535; 1,535;0
0,733; 0,733; 0,733;0
1,476; 1,476; 1,476;0
1,515; 1,515; 1,515;0
1,652; 1,652; 1,652;0
2,063; 2,063; 2,063;0
1,378; 1,378; 1,378;0
1,984; 1,984; 1,984;0
1,398; 1,398; 1,398;0
1,554; 1,554; 1,554;0
7,869; 7,869; 7,869;0
0,831; 0,831; 0,831;0
1,496; 1,496; 1,496;0
-2,121; -2,121; -2,121;0
-7,126; -7,126; -7,126;0
