Generation;Fitness
[1]; 7,26585
[2]; 2,35481
[3]; 1,38005
[4]; 1,13224
[5]; 0,40773
[6]; 0,40773
[7]; 0,24903
[8]; 0,09766
[9]; 0,09766
[10]; 0,09766
[11]; 0,09522
[12]; 0,0238
[13]; 0,0238
[14]; 0,02014
[15]; 0,02014
[16]; 0,02014
[17]; 0,02014
[18]; 0,02014
[19]; 0,02014
[20]; 0,02014
[21]; 0,02014
[22]; 0,02014
[23]; 0,02014
[24]; 0,02014
[25]; 0,02014
[26]; 0,02014
[27]; 0,02014
[28]; 0,02014
[29]; 0,02014
[30]; 0,02014
[31]; 0,02014
[32]; 0,02014
[33]; 0,02014
[34]; 0,02014
[35]; 0,02014
[36]; 0,02014
[37]; 0,02014
[38]; 0,02014
[39]; 0,02014
[40]; 0,02014
[41]; 0,02014
[42]; 0,02014
[43]; 0,02014
[44]; 0,02014
[45]; 0,02014
[46]; 0,02014
[47]; 0,02014
[48]; 0,02014
[49]; 0,02014
[50]; 0,02014
