Generation;Fitness
[1]; 17145,98355
[2]; 13593,31245
[3]; 10768,48633
[4]; 8596,55003
[5]; 7197,75148
[6]; 5689,85987
[7]; 4266,06241
[8]; 3333,40747
[9]; 2682,07371
[10]; 2097,37743
[11]; 1667,23548
[12]; 1270,85921
[13]; 975,7462
[14]; 829,05293
[15]; 661,90381
[16]; 547,97032
[17]; 430,7756
[18]; 352,37744
[19]; 310,6819
[20]; 294,22503
[21]; 287,40696
[22]; 279,29304
[23]; 272,50273
[24]; 266,41669
[25]; 262,00643
[26]; 259,52872
[27]; 258,5952
[28]; 258,06591
[29]; 257,72714
[30]; 257,49984
[31]; 257,39746
[32]; 257,38572
[33]; 257,38572
[34]; 257,38572
[35]; 257,38572
[36]; 257,38572
[37]; 257,38572
[38]; 257,38572
[39]; 257,38572
[40]; 257,38572
[41]; 257,38572
[42]; 257,38572
[43]; 257,38572
[44]; 257,38572
[45]; 257,38572
[46]; 257,38572
[47]; 257,38572
[48]; 257,38572
[49]; 257,38572
[50]; 257,38572
[51]; 257,38572
