Generation;Fitness
[1]; 33,08264
[2]; 10,9312
[3]; 5,86519
[4]; 3,55289
[5]; 2,40822
[6]; 1,39221
[7]; 0,74807
[8]; 0,3575
[9]; 0,1783
[10]; 0,10312
[11]; 0,05107
[12]; 0,02225
[13]; 0,01378
[14]; 0,00964
[15]; 0,00743
[16]; 0,00568
[17]; 0,0052
[18]; 0,00455
[19]; 0,00432
[20]; 0,00402
[21]; 0,0039
[22]; 0,00366
[23]; 0,0034
[24]; 0,00332
[25]; 0,00344
[26]; 0,00287
[27]; 0,00333
[28]; 0,00275
[29]; 0,00323
[30]; 0,00256
[31]; 0,00301
[32]; 0,0025
[33]; 0,00228
[34]; 0,00276
[35]; 0,00239
[36]; 0,00272
[37]; 0,00244
[38]; 0,0029
[39]; 0,00294
[40]; 0,00241
[41]; 0,00313
[42]; 0,00276
[43]; 0,00237
[44]; 0,00233
[45]; 0,00315
[46]; 0,00275
[47]; 0,00297
[48]; 0,00327
[49]; 0,00277
[50]; 0,00342
[51]; 0,00322
