Generation;Fitness
[1]; 17453,43268
[2]; 12918,42907
[3]; 10818,61937
[4]; 9334,53297
[5]; 8129,30999
[6]; 6893,88581
[7]; 5930,94288
[8]; 5403,76766
[9]; 4828,45385
[10]; 4198,77243
[11]; 3540,63073
[12]; 3072,61415
[13]; 2677,75403
[14]; 2489,92666
[15]; 2252,60521
[16]; 1933,9756
[17]; 1574,90899
[18]; 1322,65221
[19]; 1146,95113
[20]; 1028,52138
[21]; 843,6932
[22]; 744,73802
[23]; 680,03754
[24]; 648,59443
[25]; 612,79919
[26]; 532,10457
[27]; 474,28719
[28]; 440,83605
[29]; 416,67315
[30]; 383,27738
[31]; 342,20904
[32]; 303,84918
[33]; 266,27029
[34]; 234,89772
[35]; 221,30428
[36]; 206,3683
[37]; 170,59042
[38]; 160,41775
[39]; 155,32607
[40]; 152,48367
[41]; 150,2964
[42]; 145,6106
[43]; 138,56827
[44]; 127,92847
[45]; 116,79777
[46]; 99,16846
[47]; 84,77134
[48]; 74,86146
[49]; 64,31215
[50]; 58,75259
[51]; 56,32732
