Generation;Fitness
[1]; 17438,82161
[2]; 12773,90186
[3]; 10167,95264
[4]; 8543,79676
[5]; 7154,87476
[6]; 6015,98468
[7]; 5031,58148
[8]; 4239,8223
[9]; 3628,27841
[10]; 3117,4566
[11]; 2397,37296
[12]; 1886,43301
[13]; 1481,98156
[14]; 1227,2364
[15]; 1044,02509
[16]; 929,31572
[17]; 837,62103
[18]; 734,35343
[19]; 653,85049
[20]; 591,27359
[21]; 533,55837
[22]; 475,02005
[23]; 429,30876
[24]; 415,81417
[25]; 400,06521
[26]; 383,81272
[27]; 372,11559
[28]; 359,46123
[29]; 344,78712
[30]; 331,47279
[31]; 314,50156
[32]; 297,69657
[33]; 286,2841
[34]; 269,51059
[35]; 249,02674
[36]; 237,96868
[37]; 231,74306
[38]; 225,4208
[39]; 222,73863
[40]; 221,01852
[41]; 219,60714
[42]; 214,34562
[43]; 204,42308
[44]; 175,76455
[45]; 160,53357
[46]; 153,67487
[47]; 144,02781
[48]; 135,25857
[49]; 124,23269
[50]; 113,63348
[51]; 100,04715
