Generation;Fitness
[1]; 10299,7757
[2]; 10299,7757
[3]; 8515,98641
[4]; 6737,57767
[5]; 4589,48818
[6]; 4589,48818
[7]; 3500,34247
[8]; 3003,98304
[9]; 2605,87776
[10]; 2000,36064
[11]; 1999,5059
[12]; 1825,192
[13]; 1667,3473
[14]; 1471,21243
[15]; 1426,13163
[16]; 1356,19917
[17]; 1319,96153
[18]; 1151,01765
[19]; 1121,90893
[20]; 1102,56004
[21]; 946,37699
[22]; 868,22798
[23]; 845,65147
[24]; 797,10777
[25]; 754,37835
[26]; 749,07231
[27]; 720,17836
[28]; 689,44834
[29]; 665,82397
[30]; 634,13567
[31]; 592,80304
[32]; 570,74027
[33]; 566,54424
[34]; 522,20708
[35]; 509,75969
[36]; 477,98495
[37]; 477,98495
[38]; 477,69297
[39]; 471,88666
[40]; 469,82345
[41]; 467,66678
[42]; 464,51262
[43]; 463,7778
[44]; 462,7611
[45]; 460,6582
[46]; 460,37963
[47]; 457,65915
[48]; 456,55855
[49]; 454,80481
[50]; 453,36812
[51]; 452,36084
