Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,510; 71,135; 71,416; 71,572; 71,697;416,92189
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,510; 71,135; 71,385; 71,572; 71,697;416,96795
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,510; 71,135; 71,416; 71,604; 71,697;416,9903
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,510; 71,135; 71,385; 71,604; 71,697;417,03636
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,510; 71,135; 71,416; 71,635; 71,697;417,05871
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,510; 71,135; 71,416; 71,572; 71,728;417,06764
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,510; 71,135; 71,385; 71,635; 71,697;417,10478
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,510; 71,135; 71,385; 71,572; 71,728;417,1137
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,510; 71,135; 71,416; 71,666; 71,697;417,12713
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,510; 71,135; 71,385; 71,666; 71,697;417,17319
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,510; 71,135; 71,385; 71,604; 71,728;417,18211
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,510; 71,135; 71,260; 71,572; 71,697;417,21464
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,510; 71,135; 71,385; 71,635; 71,728;417,25052
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,635; 71,135; 71,385; 71,572; 71,697;417,26172
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,635; 71,135; 71,385; 71,604; 71,697;417,28851
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,635; 71,135; 71,385; 71,635; 71,697;417,31529
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,510; 71,135; 71,385; 71,666; 71,728;417,31893
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,635; 71,135; 71,416; 71,666; 71,697;417,33764
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,510; 71,135; 71,260; 71,635; 71,697;417,35147
28,988; 64,423; 66,109; 59,833; 75,881; 71,323; 73,976; 71,510; 71,135; 71,260; 71,572; 71,728;417,36039
