Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
0,359; -13,753; -14,846; -15,064; -16,563; -16,938; -17,281; -13,191; -0,235; -18,655; -16,500; -15,751;295,30403
0,359; -13,753; -14,846; -15,064; -16,563; -16,938; -17,406; -13,191; -0,235; -18,655; -16,532; -16,251;295,36495
0,359; -13,753; -14,846; -15,064; -16,563; -16,938; -17,406; -13,191; -0,235; -18,655; -16,500; -16,126;295,57107
0,359; -13,753; -14,846; -15,064; -16,563; -16,938; -17,406; -13,129; -0,235; -18,655; -16,532; -16,126;295,91303
0,359; -13,753; -14,846; -15,064; -16,563; -16,938; -17,406; -13,191; -0,235; -18,655; -16,500; -15,252;297,31796
0,359; -13,753; -14,846; -15,064; -17,562; -16,938; -17,281; -13,691; -0,235; -18,655; -16,532; -16,251;297,5706
0,359; -13,753; -14,846; -15,064; -16,563; -16,938; -17,281; -13,191; -0,079; -18,655; -16,500; -15,252;297,64511
1,326; -13,753; -14,846; -15,064; -16,563; -16,938; -17,281; -13,191; -0,453; -18,655; -16,532; -16,376;298,06518
1,326; -13,753; -14,846; -15,064; -16,563; -16,938; -17,281; -13,191; -0,453; -18,655; -16,500; -16,251;298,2713
0,359; -13,753; -14,846; -15,064; -17,562; -16,938; -17,281; -13,191; -0,453; -18,655; -16,500; -16,126;298,28494
1,326; -13,753; -14,846; -15,064; -16,563; -16,938; -17,281; -13,191; -0,453; -18,655; -16,500; -16,126;298,52085
0,359; -13,753; -14,846; -15,064; -17,593; -16,938; -17,406; -13,691; -0,235; -18,655; -16,500; -16,188;298,68489
0,359; -13,784; -14,846; -15,064; -17,593; -16,938; -17,406; -13,191; -0,453; -18,655; -16,500; -16,376;298,73699
1,326; -13,753; -14,846; -15,064; -16,563; -16,938; -17,281; -13,191; -0,453; -18,655; -16,500; -16,001;298,77041
0,359; -13,784; -14,846; -15,064; -17,593; -16,938; -17,406; -13,191; -0,453; -18,655; -16,500; -16,251;298,98655
1,326; -13,753; -14,846; -15,064; -16,563; -16,938; -17,406; -13,191; -0,453; -18,655; -16,532; -16,376;299,08088
0,327; -13,753; -14,846; -15,064; -17,593; -16,938; -17,406; -13,191; -0,453; -18,655; -16,500; -16,126;299,12933
0,359; -13,753; -14,846; -15,064; -17,593; -16,938; -17,406; -13,191; -0,453; -18,655; -16,500; -16,188;299,19312
1,326; -13,753; -14,846; -15,064; -16,563; -16,938; -17,406; -13,191; -0,484; -18,655; -16,500; -16,126;299,26799
1,358; -13,753; -14,846; -15,064; -16,563; -16,938; -17,406; -13,191; -0,484; -18,655; -16,500; -16,126;299,45655
