Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
103,355; -34,265; 10,224; 100,326; 113,470; 115,281; 40,133; 11,692; -134,045; -147,283; 34,701; -153,152;5115,46142
375,066; 394,204; 453,867; 288,991; 339,725; 439,006; 178,096; 377,533; 339,756; 264,983; 181,187; 278,127;5251,89099
-96,706; 140,694; -122,650; -147,408; -65,922; 21,307; 45,129; 6,384; -9,788; -213,220; -18,936; 34,795;5702,53729
-66,266; 88,744; -36,638; 0,640; 121,463; 14,377; 54,026; 65,609; -13,378; 32,890; 22,338; -445,219;5814,66904
-66,266; 88,744; -36,638; 4,636; 121,463; 14,377; 54,026; 65,609; -13,378; 32,890; 22,338; -461,204;5901,34685
-96,706; 140,694; -122,650; -147,408; -65,922; 21,307; 45,129; 6,447; -105,697; -213,220; -18,936; 33,546;5927,40858
-66,266; 10,942; -91,835; -132,859; 125,646; 53,340; 30,299; 35,669; -66,328; 32,984; -285,808; -158,366;6181,86145
-73,759; -119,559; -127,801; -185,434; 62,581; 3,449; 45,222; 67,888; -11,412; 41,257; 212,782; -190,367;6196,89784
-66,266; 10,942; -91,835; -132,859; 125,646; 53,340; 30,299; 35,669; -66,328; 32,984; -281,968; -222,306;6282,10687
-200,639; 202,511; 236,728; 292,176; 243,191; 229,111; 236,073; 373,786; 318,776; 280,593; 68,606; 263,453;6302,09747
141,537; 12,940; 150,185; 34,170; 49,531; 96,861; 13,346; 39,665; -73,821; -222,399; -329,891; -159,896;6413,93249
-64,767; 138,696; -45,848; -150,592; 118,903; 3,387; 36,200; 11,941; -129,269; 0,796; 116,873; -141,413;6427,26603
382,622; -115,001; -49,906; -262,299; -128,613; -270,822; -263,392; -183,374; -218,715; -207,195; -200,514; -191,991;6471,03671
117,123; -181,095; -163,830; -159,396; 45,410; 3,387; 43,693; 13,627; -57,368; 44,754; -271,509; -48,314;6489,49767
381,591; 247,687; 190,834; 313,156; 255,461; 195,205; 140,851; 86,465; -17,281; 324,489; 172,133; 47,127;6501,91359
398,044; 347,499; 211,846; 176,348; 125,896; 3,231; 124,616; 131,516; -1,327; 32,859; 100,888; -156,399;6542,22394
113,096; 71,760; 38,229; 105,478; -34,359; -27,053; 159,114; 285,869; 410,689; 296,828; 242,692; 223,741;6558,15094
333,356; 76,255; -63,643; -143,349; 125,521; 3,481; 29,331; 9,943; -97,830; 45,004; 118,028; 112,221;6579,54794
-209,724; 89,899; -45,723; -305,446; -115,594; -204,947; -184,092; -229,674; -325,083; -290,023; -350,778; -377,658;6581,2167
141,537; 12,940; 150,185; 34,170; 49,531; 96,861; 13,346; 39,696; -11,412; 289,023; -138,323; -223,835;6691,01743
