Generation;Fitness
[1]; 17453,43268
[2]; 17464,44455
[3]; 17378,41657
[4]; 17433,89754
[5]; 17300,16663
[6]; 17158,46554
[7]; 17033,21888
[8]; 17150,76967
[9]; 17037,31086
[10]; 16813,31482
[11]; 17045,40368
[12]; 16806,14281
[13]; 17003,71798
[14]; 16919,14785
[15]; 16999,97288
[16]; 16983,51863
[17]; 17125,39196
[18]; 17051,18235
[19]; 17281,84322
[20]; 17167,38374
[21]; 17017,92749
[22]; 17029,64939
[23]; 17539,15731
[24]; 17548,71138
[25]; 17327,18447
[26]; 16926,34145
[27]; 16700,18153
[28]; 16474,49237
[29]; 16663,80392
[30]; 16660,67123
[31]; 16499,79326
[32]; 16713,37047
[33]; 16859,83719
[34]; 16780,03871
[35]; 16801,06987
[36]; 16282,43105
[37]; 16647,46962
[38]; 16832,89288
[39]; 16781,39346
[40]; 16706,31579
[41]; 16615,72092
[42]; 16761,11523
[43]; 16675,91412
[44]; 16544,79058
[45]; 16428,62238
[46]; 16501,70973
[47]; 16408,73681
[48]; 16456,36753
[49]; 16530,27845
[50]; 16727,03262
[51]; 16612,56787
[52]; 16248,32262
[53]; 16398,54346
[54]; 16496,50648
[55]; 16714,81989
[56]; 16609,97787
[57]; 16688,89169
[58]; 16657,9474
[59]; 16369,59149
[60]; 16578,19888
[61]; 16583,14705
[62]; 16919,87398
[63]; 16837,37884
[64]; 16360,74048
[65]; 16457,77277
[66]; 16265,88578
[67]; 16195,36928
[68]; 16186,0183
[69]; 16448,30389
[70]; 16589,04754
[71]; 16629,77513
[72]; 16781,82694
[73]; 16688,02702
[74]; 16815,86153
[75]; 16454,67064
[76]; 16766,52797
[77]; 16867,75358
[78]; 17284,15665
[79]; 17298,0096
[80]; 17093,84801
[81]; 17067,64743
[82]; 16982,87447
[83]; 16985,96357
[84]; 16817,54886
[85]; 16969,50022
[86]; 16838,48174
[87]; 16777,83306
[88]; 16652,76141
[89]; 16782,76246
[90]; 16461,97708
[91]; 16498,43335
[92]; 16672,13078
[93]; 16493,66548
[94]; 16244,73207
[95]; 16457,47024
[96]; 16707,79752
[97]; 16710,8675
[98]; 16544,1769
[99]; 16532,21977
[100]; 16678,15227
[101]; 16691,10398
[102]; 16594,4302
[103]; 16779,79466
[104]; 17011,50983
[105]; 16671,50349
[106]; 16484,48551
[107]; 16232,94808
[108]; 16312,93591
[109]; 16569,184
[110]; 16512,5962
