Generation;Fitness
[1]; 10299,7757
[2]; 8856,71634
[3]; 6200,83215
[4]; 6173,5051
[5]; 5027,02077
[6]; 3368,40878
[7]; 3103,84017
[8]; 2978,30572
[9]; 2977,80474
[10]; 2900,36733
[11]; 2745,2631
[12]; 2730,43824
[13]; 2347,39465
[14]; 2179,00554
[15]; 1108,72319
[16]; 1044,00134
[17]; 1044,86025
[18]; 942,07126
[19]; 925,64786
[20]; 841,15657
[21]; 781,75683
[22]; 727,64932
[23]; 709,99172
[24]; 579,70715
[25]; 550,12891
[26]; 517,96363
[27]; 512,28198
[28]; 476,05399
[29]; 392,60476
[30]; 368,46859
[31]; 353,90226
[32]; 306,47048
[33]; 298,21535
[34]; 285,65743
[35]; 278,67187
[36]; 259,80887
[37]; 259,80887
[38]; 243,28621
[39]; 241,59305
[40]; 231,69555
[41]; 231,69555
[42]; 219,99115
[43]; 212,65681
[44]; 211,56167
[45]; 210,29885
[46]; 209,52503
[47]; 205,93233
[48]; 203,68168
[49]; 199,32685
[50]; 197,13607
[51]; 194,55682
