Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
26,000; -242,000; -202,000; -230,000; -462,000; -236,000; -330,000; -318,000; -338,000; -294,000; -416,000; -280,000;5830,02367
-27,000; -213,000; -215,000; -187,000; -140,000; -210,000; 77,000; -175,000; -349,000; -224,000; -258,000; -212,000;5891,53557
-27,000; -213,000; -215,000; -220,000; -139,000; -226,000; 77,000; -175,000; -349,000; -224,000; -258,000; -212,000;5980,84271
-167,000; -338,000; -202,000; -230,000; -462,000; -222,000; -311,000; -318,000; -245,000; -361,000; -511,000; -377,000;6008,29055
-27,000; -213,000; -215,000; -220,000; -139,000; -226,000; 77,000; -175,000; -349,000; -224,000; -290,000; -211,000;6171,60137
-184,000; -184,000; -189,000; -267,000; 59,000; -125,000; -134,000; -274,000; -39,000; -122,000; -125,000; -344,000;6217,42424
30,000; -351,000; -235,000; -270,000; -384,000; -492,000; -332,000; -286,000; -338,000; -294,000; -316,000; -486,000;6310,21659
-184,000; -273,000; -217,000; -143,000; -366,000; -209,000; -295,000; -72,000; -357,000; -263,000; -248,000; 2,000;6580,93167
-11,000; -126,000; -222,000; -90,000; 28,000; -232,000; -219,000; -143,000; -211,000; 0,000; 35,000; -244,000;6588,14856
-167,000; -338,000; -202,000; -230,000; -462,000; -237,000; -443,000; -318,000; -245,000; -361,000; -511,000; -377,000;6596,82388
-162,000; -344,000; -490,000; -448,000; -343,000; -492,000; -374,000; -312,000; -488,000; -190,000; -447,000; -402,000;6658,11017
-21,000; -63,000; -170,000; -365,000; -350,000; -456,000; -321,000; -182,000; -108,000; -115,000; -155,000; -116,000;6745,21797
-206,000; -51,000; -190,000; -22,000; -196,000; -249,000; -58,000; 26,000; -23,000; 117,000; -7,000; 166,000;6745,45065
-206,000; -51,000; -190,000; -22,000; -196,000; -249,000; -58,000; 26,000; -23,000; 117,000; -7,000; 172,000;6781,68918
17,000; -170,000; -191,000; -200,000; -407,000; -262,000; -429,000; -359,000; -256,000; -494,000; -336,000; -322,000;6814,23954
-191,000; -278,000; -189,000; -238,000; -165,000; -293,000; -490,000; -185,000; 1,000; -51,000; -172,000; -224,000;6844,64921
-251,000; -263,000; 10,000; 165,000; 121,000; -90,000; 60,000; 66,000; 80,000; -76,000; -18,000; 52,000;6852,55043
-143,000; -233,000; -187,000; -311,000; -150,000; -93,000; -154,000; -403,000; -172,000; -202,000; 11,000; 84,000;6857,83543
-162,000; -344,000; -490,000; -448,000; -352,000; -204,000; -374,000; -312,000; -488,000; -190,000; -447,000; -402,000;7088,80541
-40,000; -245,000; -412,000; -357,000; -405,000; -378,000; -218,000; -190,000; -344,000; -161,000; -256,000; -509,000;7135,72352
