Generation;Fitness
[1]; 17438,82161
[2]; 17445,57091
[3]; 17533,81311
[4]; 17489,04548
[5]; 17455,36748
[6]; 17497,94975
[7]; 17343,31102
[8]; 17126,356
[9]; 17142,01284
[10]; 17187,45083
[11]; 17175,34931
[12]; 17121,72829
[13]; 17244,51971
[14]; 17352,52479
[15]; 17361,93034
[16]; 17560,92986
[17]; 17545,12395
[18]; 17538,27806
[19]; 17529,974
[20]; 17543,45064
[21]; 17615,95514
[22]; 17554,5851
[23]; 17444,49265
[24]; 17324,18212
[25]; 17295,91243
[26]; 17436,15753
[27]; 17312,29553
[28]; 17517,82427
[29]; 17512,07932
[30]; 17577,71901
[31]; 17876,02093
[32]; 17870,52063
[33]; 17624,1856
[34]; 17585,25
[35]; 17690,07389
[36]; 17657,1996
[37]; 17757,7807
[38]; 17544,06086
[39]; 17512,98229
[40]; 17459,99247
[41]; 17425,27213
[42]; 17342,85407
[43]; 17486,74624
[44]; 17441,4658
[45]; 17355,59806
[46]; 17306,08457
[47]; 17237,42122
[48]; 17135,93675
[49]; 17135,31694
[50]; 17148,08312
[51]; 17201,00649
[52]; 17176,62004
[53]; 17320,74917
[54]; 17262,36273
[55]; 17410,9571
[56]; 17283,13252
[57]; 17142,73298
[58]; 17249,35867
[59]; 17330,47395
[60]; 17285,59675
[61]; 17371,21919
[62]; 17286,74054
[63]; 17234,52653
[64]; 17152,09131
[65]; 17024,50166
[66]; 17229,49529
[67]; 17221,17945
[68]; 17243,27467
[69]; 17237,64871
[70]; 17274,91265
[71]; 17213,13539
[72]; 17352,38958
[73]; 17376,32022
[74]; 17023,46248
[75]; 16875,91714
[76]; 16944,93884
[77]; 16955,13855
[78]; 16862,59414
[79]; 16811,59866
[80]; 16868,58787
[81]; 16859,33889
[82]; 16888,77361
[83]; 16993,91782
[84]; 17039,74229
[85]; 17034,83336
[86]; 17168,41326
[87]; 17177,28648
[88]; 17314,46114
[89]; 17301,28137
[90]; 17252,80621
[91]; 17505,54632
[92]; 17354,62181
[93]; 17161,07683
[94]; 17279,08248
[95]; 17451,88624
[96]; 17621,03602
[97]; 17710,6205
[98]; 17596,95537
[99]; 17704,27853
[100]; 17562,69753
[101]; 17558,18494
[102]; 17585,1571
[103]; 17621,83167
[104]; 17844,73172
[105]; 17841,59547
[106]; 17595,38572
[107]; 17241,71174
[108]; 17191,01833
[109]; 17297,15073
[110]; 17394,92961
[111]; 17385,71854
[112]; 17218,00359
[113]; 17248,97001
[114]; 17265,2933
[115]; 17234,02972
[116]; 17219,19582
[117]; 17103,37751
[118]; 17218,67865
[119]; 17271,54699
[120]; 17215,70507
[121]; 17175,38576
[122]; 17235,428
[123]; 17216,89308
[124]; 17448,06123
[125]; 17513,31103
[126]; 17584,35557
[127]; 17787,30956
[128]; 17823,39082
[129]; 17950,63552
[130]; 17967,3378
[131]; 17572,04283
[132]; 17369,23225
[133]; 17365,86412
[134]; 17425,02046
[135]; 17352,37233
[136]; 17271,01522
[137]; 17382,43318
[138]; 17373,05938
[139]; 17403,05565
[140]; 17190,88004
[141]; 17300,86181
[142]; 17180,19627
[143]; 17359,45441
[144]; 17234,78425
[145]; 17114,2945
[146]; 16947,0969
[147]; 17007,64441
