Generation;Fitness
[1]; 33,08264
[2]; 9,01113
[3]; 4,36249
[4]; 2,21427
[5]; 1,45064
[6]; 1,11775
[7]; 0,65283
[8]; 0,36586
[9]; 0,24181
[10]; 0,18882
[11]; 0,13287
[12]; 0,10532
[13]; 0,06814
[14]; 0,05441
[15]; 0,04283
[16]; 0,03533
[17]; 0,02712
[18]; 0,02183
[19]; 0,0203
[20]; 0,01575
[21]; 0,01129
[22]; 0,00725
[23]; 0,00566
[24]; 0,00446
[25]; 0,00395
[26]; 0,00384
[27]; 0,0036
[28]; 0,00328
[29]; 0,00336
[30]; 0,00272
[31]; 0,00283
[32]; 0,00274
[33]; 0,00291
[34]; 0,00246
[35]; 0,00251
[36]; 0,00241
[37]; 0,00275
[38]; 0,00264
[39]; 0,00253
[40]; 0,00228
[41]; 0,00234
[42]; 0,00244
[43]; 0,00253
[44]; 0,00271
[45]; 0,00263
[46]; 0,00239
[47]; 0,00244
[48]; 0,00225
[49]; 0,00228
[50]; 0,00219
[51]; 0,00229
