Generation;Fitness
[1]; 11141,70837
[2]; 8219,56854
[3]; 6448,66941
[4]; 5548,28903
[5]; 4228,39618
[6]; 2701,97713
[7]; 2378,86768
[8]; 2258,94827
[9]; 2138,52561
[10]; 2118,44163
[11]; 2094,0083
[12]; 2035,14062
[13]; 1898,50671
[14]; 1849,05722
[15]; 1849,05722
[16]; 1848,41674
[17]; 1848,41674
[18]; 1848,41674
[19]; 1848,41674
[20]; 1848,41674
[21]; 1848,41674
[22]; 1848,41674
[23]; 1848,41674
[24]; 1848,41674
[25]; 1848,41674
[26]; 1848,41674
[27]; 1848,41674
[28]; 1848,41674
[29]; 1848,41674
[30]; 1848,41674
[31]; 1848,41674
[32]; 1848,41674
[33]; 1848,41674
[34]; 1848,41674
[35]; 1848,41674
[36]; 1848,41674
[37]; 1848,41674
[38]; 1848,41674
[39]; 1848,41674
[40]; 1848,41674
[41]; 1848,41674
[42]; 1848,41674
[43]; 1848,41674
[44]; 1848,41674
[45]; 1848,41674
[46]; 1848,41674
[47]; 1848,41674
[48]; 1848,41674
[49]; 1848,41674
[50]; 1848,41674
