Generation;Fitness
[1]; 9702,07507
[2]; 8663,52349
[3]; 6957,41039
[4]; 5656,0594
[5]; 4530,32483
[6]; 4530,32483
[7]; 4333,68493
[8]; 3393,18964
[9]; 3139,25066
[10]; 2912,73633
[11]; 2136,01979
[12]; 1790,80171
[13]; 1790,80171
[14]; 1558,61299
[15]; 1265,44891
[16]; 1237,58053
[17]; 1184,50404
[18]; 1102,22862
[19]; 1031,85578
[20]; 928,90067
[21]; 832,38792
[22]; 813,74999
[23]; 793,8064
[24]; 746,63014
[25]; 744,56407
[26]; 702,54942
[27]; 660,15378
[28]; 626,57335
[29]; 620,40072
[30]; 590,9208
[31]; 589,95292
[32]; 565,39638
[33]; 552,04095
[34]; 539,08553
[35]; 528,05389
[36]; 513,63282
[37]; 510,33607
[38]; 489,04063
[39]; 417,19784
[40]; 417,19784
[41]; 385,72011
[42]; 360,79275
[43]; 345,94537
[44]; 331,94957
[45]; 263,28906
[46]; 229,94195
[47]; 194,6139
[48]; 192,8966
[49]; 192,4303
[50]; 175,63274
