Generation;Fitness
[1]; 17145,98355
[2]; 12775,9163
[3]; 10176,14671
[4]; 8624,2993
[5]; 7248,14775
[6]; 6175,16031
[7]; 5299,21442
[8]; 4669,15225
[9]; 4244,2353
[10]; 3822,32539
[11]; 3340,53055
[12]; 2929,94707
[13]; 2334,09583
[14]; 1950,52191
[15]; 1682,73347
[16]; 1491,04741
[17]; 1343,89297
[18]; 1243,11883
[19]; 1150,15332
[20]; 1068,31334
[21]; 950,66753
[22]; 905,74987
[23]; 862,64178
[24]; 808,03022
[25]; 779,37228
[26]; 757,77509
[27]; 726,49946
[28]; 691,33911
[29]; 662,1624
[30]; 631,17815
[31]; 601,81697
[32]; 592,76979
[33]; 584,81488
[34]; 568,0625
[35]; 554,66919
[36]; 546,51745
[37]; 533,09108
[38]; 518,71935
[39]; 501,21838
[40]; 482,04054
[41]; 441,92422
[42]; 410,62876
[43]; 379,5461
[44]; 358,34151
[45]; 346,06464
[46]; 324,00432
[47]; 288,82356
[48]; 234,53839
[49]; 212,33365
[50]; 194,11883
[51]; 189,05828
