Generation;Fitness
[1]; 10299,7757
[2]; 9178,90858
[3]; 5963,34193
[4]; 5963,34193
[5]; 4914,76219
[6]; 3996,16377
[7]; 2837,30243
[8]; 2574,34757
[9]; 2386,92052
[10]; 1895,76162
[11]; 1862,24541
[12]; 1682,19809
[13]; 1556,98442
[14]; 1536,1671
[15]; 1492,04921
[16]; 1360,35985
[17]; 1316,09414
[18]; 1227,80804
[19]; 1184,92469
[20]; 1142,35456
[21]; 1008,83529
[22]; 1001,06029
[23]; 942,41712
[24]; 939,8961
[25]; 883,51318
[26]; 777,56609
[27]; 745,983
[28]; 702,54383
[29]; 702,54383
[30]; 699,76402
[31]; 698,91745
[32]; 682,61303
[33]; 675,835
[34]; 649,45467
[35]; 629,39748
[36]; 625,71759
[37]; 625,58814
[38]; 623,64334
[39]; 620,15454
[40]; 586,68154
[41]; 582,41736
[42]; 519,57465
[43]; 480,53419
[44]; 480,31245
[45]; 479,21684
[46]; 479,10484
[47]; 478,46737
[48]; 478,46737
[49]; 467,36727
[50]; 466,39929
[51]; 439,48127
