Generation;Fitness
[1]; 33,08264
[2]; 8,76151
[3]; 4,37134
[4]; 2,65067
[5]; 1,75905
[6]; 1,08625
[7]; 0,7113
[8]; 0,49527
[9]; 0,35808
[10]; 0,29447
[11]; 0,22617
[12]; 0,14188
[13]; 0,10053
[14]; 0,07287
[15]; 0,04847
[16]; 0,03675
[17]; 0,02192
[18]; 0,0143
[19]; 0,00911
[20]; 0,00584
[21]; 0,00506
[22]; 0,00377
[23]; 0,00333
[24]; 0,00322
[25]; 0,0029
[26]; 0,00305
[27]; 0,00286
[28]; 0,00282
[29]; 0,00268
[30]; 0,00277
[31]; 0,00284
[32]; 0,00242
[33]; 0,0028
[34]; 0,00264
[35]; 0,00258
[36]; 0,00234
[37]; 0,00245
[38]; 0,00237
[39]; 0,00232
[40]; 0,00286
[41]; 0,00266
[42]; 0,00263
[43]; 0,00242
[44]; 0,00285
[45]; 0,00293
[46]; 0,00291
[47]; 0,00268
[48]; 0,00274
[49]; 0,00279
[50]; 0,00278
[51]; 0,00246
