Generation;Fitness
[1]; 10598,86645
[2]; 8779,17035
[3]; 5589,26876
[4]; 5812,90051
[5]; 5273,11198
[6]; 4948,07799
[7]; 2552,30036
[8]; 2716,81789
[9]; 2507,41385
[10]; 2097,73016
[11]; 1733,39827
[12]; 1478,45577
[13]; 1158,87186
[14]; 1019,73377
[15]; 826,72193
[16]; 648,1772
[17]; 535,26609
[18]; 455,0342
[19]; 428,96508
[20]; 382,74473
[21]; 360,92807
[22]; 349,12756
[23]; 292,80058
[24]; 254,78838
[25]; 217,91566
[26]; 170,96407
[27]; 153,94899
[28]; 153,94899
[29]; 140,59495
[30]; 140,59495
[31]; 134,35642
[32]; 134,31667
[33]; 126,18333
[34]; 117,17619
[35]; 108,92727
[36]; 96,22583
[37]; 91,9873
[38]; 91,9873
[39]; 82,27388
[40]; 68,59531
[41]; 68,55556
[42]; 63,13983
[43]; 58,46126
[44]; 51,31919
[45]; 51,23968
[46]; 49,78175
[47]; 46,00332
[48]; 41,92381
[49]; 41,92381
[50]; 41,92381
[51]; 32,24769
