Generation;Fitness
[1]; 10299,7757
[2]; 9542,29869
[3]; 9528,94651
[4]; 5587,771
[5]; 5666,12487
[6]; 5613,30014
[7]; 4508,76363
[8]; 4508,76363
[9]; 4065,24698
[10]; 3425,76899
[11]; 3143,87592
[12]; 2767,91261
[13]; 2411,02206
[14]; 2409,09055
[15]; 2197,38861
[16]; 2092,20188
[17]; 1843,69105
[18]; 1843,69105
[19]; 1779,88561
[20]; 1766,48327
[21]; 1380,56777
[22]; 1483,77207
[23]; 1332,01998
[24]; 1229,18759
[25]; 944,99936
[26]; 907,5688
[27]; 872,04159
[28]; 858,53628
[29]; 795,09829
[30]; 687,7956
[31]; 687,79415
[32]; 682,78941
[33]; 656,67205
[34]; 572,07248
[35]; 487,69759
[36]; 484,74683
[37]; 415,21682
[38]; 369,95708
[39]; 368,78254
[40]; 365,08025
[41]; 347,65473
[42]; 346,72228
[43]; 342,80275
[44]; 320,62765
[45]; 320,5464
[46]; 312,40062
[47]; 306,50942
[48]; 306,50942
[49]; 299,53065
[50]; 297,31796
[51]; 295,30403
