Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
194,000; 193,000; 192,000; 193,000; 191,000; 191,000; 191,000; 192,000; 191,000; 191,000; 192,000; 191,000;46,95418
194,000; 192,000; 192,000; 193,000; 191,000; 191,000; 191,000; 192,000; 191,000; 191,000; 192,000; 190,000;51,136
194,000; 192,000; 192,000; 193,000; 191,000; 191,000; 191,000; 192,000; 191,000; 191,000; 193,000; 191,000;51,98276
194,000; 193,000; 194,000; 193,000; 191,000; 191,000; 191,000; 192,000; 191,000; 191,000; 192,000; 191,000;52,27006
194,000; 193,000; 192,000; 193,000; 191,000; 191,000; 191,000; 192,000; 191,000; 191,000; 192,000; 190,000;52,99394
194,000; 193,000; 192,000; 193,000; 191,000; 191,000; 191,000; 192,000; 191,000; 191,000; 193,000; 191,000;53,39625
194,000; 193,000; 192,000; 193,000; 191,000; 191,000; 191,000; 192,000; 191,000; 190,000; 192,000; 191,000;55,61212
194,000; 193,000; 192,000; 193,000; 191,000; 191,000; 191,000; 192,000; 190,000; 191,000; 192,000; 191,000;56,05657
194,000; 192,000; 192,000; 193,000; 191,000; 191,000; 191,000; 192,000; 191,000; 191,000; 192,000; 189,000;57,17576
194,000; 192,000; 192,000; 193,000; 191,000; 191,000; 191,000; 192,000; 191,000; 191,000; 193,000; 190,000;58,02251
194,000; 193,000; 194,000; 193,000; 191,000; 191,000; 191,000; 192,000; 191,000; 191,000; 193,000; 191,000;58,21212
194,000; 193,000; 194,000; 193,000; 191,000; 191,000; 191,000; 192,000; 191,000; 191,000; 192,000; 190,000;58,30981
194,000; 195,000; 192,000; 193,000; 191,000; 191,000; 191,000; 192,000; 191,000; 191,000; 192,000; 191,000;58,67006
194,000; 192,000; 192,000; 193,000; 191,000; 191,000; 191,000; 192,000; 190,000; 190,000; 192,000; 191,000;58,85657
194,000; 192,000; 192,000; 193,000; 191,000; 191,000; 191,000; 192,000; 190,000; 191,000; 192,000; 190,000;58,90505
194,000; 193,000; 192,000; 193,000; 191,000; 191,000; 191,000; 192,000; 191,000; 191,000; 193,000; 190,000;59,436
194,000; 193,000; 192,000; 193,000; 191,000; 191,000; 191,000; 192,000; 191,000; 190,000; 192,000; 190,000;59,65188
194,000; 195,000; 194,000; 193,000; 191,000; 191,000; 191,000; 192,000; 191,000; 191,000; 192,000; 191,000;59,98593
194,000; 193,000; 192,000; 193,000; 191,000; 191,000; 191,000; 193,000; 191,000; 191,000; 192,000; 190,000;60,10823
194,000; 192,000; 194,000; 193,000; 191,000; 191,000; 191,000; 192,000; 191,000; 191,000; 192,000; 190,000;60,45188
