Generation;Fitness
[1]; 10299,7757
[2]; 9125,54278
[3]; 10940,67088
[4]; 10688,55018
[5]; 9984,3894
[6]; 10197,03807
[7]; 9672,08633
[8]; 11327,02689
[9]; 11253,80917
[10]; 9115,52308
[11]; 9507,40096
[12]; 10984,55199
[13]; 7346,02443
[14]; 9356,45173
[15]; 9562,05078
[16]; 9575,4607
[17]; 8526,60566
[18]; 7995,65892
[19]; 9609,24088
[20]; 7328,46893
[21]; 7386,01443
[22]; 7386,01443
[23]; 9626,31135
[24]; 10255,40507
[25]; 9246,55465
[26]; 7233,0618
[27]; 7114,68377
[28]; 7481,6373
[29]; 8839,30062
[30]; 8377,32677
[31]; 10326,41378
[32]; 7819,39165
[33]; 10998,88175
[34]; 8980,27773
[35]; 9162,71289
[36]; 9676,23203
[37]; 9131,07131
[38]; 9177,00689
[39]; 8655,2458
[40]; 9411,73742
[41]; 9939,99707
[42]; 9984,32928
[43]; 9960,29455
[44]; 10806,37131
[45]; 9437,82589
[46]; 11074,85281
[47]; 10489,5253
[48]; 10011,2579
[49]; 9794,24288
[50]; 9384,97806
[51]; 10220,86229
[52]; 7502,45503
[53]; 8737,81848
[54]; 9472,15407
[55]; 10227,56115
[56]; 10035,60051
[57]; 9459,84355
[58]; 8465,58388
[59]; 9459,84355
[60]; 8672,12107
[61]; 8541,73066
[62]; 8047,8325
[63]; 7966,84483
[64]; 9325,2122
[65]; 8309,75986
[66]; 8613,8338
[67]; 8613,8338
[68]; 11191,70483
[69]; 11019,60968
[70]; 9742,63667
[71]; 11147,00129
[72]; 11373,13168
[73]; 12120,46773
[74]; 9871,71852
[75]; 7406,75833
[76]; 10406,43117
[77]; 8437,46095
[78]; 8682,77402
[79]; 10153,36222
[80]; 10153,36222
[81]; 10554,77055
[82]; 10581,71384
[83]; 10675,43732
[84]; 10223,07376
[85]; 9177,10611
[86]; 9177,10611
[87]; 9439,34273
[88]; 9428,47865
[89]; 9245,72499
[90]; 9333,88383
[91]; 8176,93931
[92]; 10280,26072
[93]; 9450,7893
[94]; 10064,6597
[95]; 11309,82503
[96]; 9773,28254
[97]; 9669,03948
[98]; 9482,89007
[99]; 8235,06098
[100]; 10642,90347
[101]; 11146,52478
[102]; 10969,17487
[103]; 11232,47719
[104]; 10629,65478
[105]; 9112,27916
[106]; 9754,18015
[107]; 9754,18015
[108]; 10505,33505
[109]; 10656,79733
[110]; 10537,78066
[111]; 11483,69687
[112]; 10409,7063
[113]; 10426,47904
[114]; 10862,64056
[115]; 11209,60914
[116]; 9399,60876
[117]; 10909,90392
[118]; 6489,68936
[119]; 6489,68936
[120]; 10119,35162
[121]; 10542,10391
[122]; 11890,51024
[123]; 11217,16302
[124]; 8864,79533
[125]; 8321,90439
[126]; 8321,90439
[127]; 10005,25293
[128]; 9343,63885
[129]; 9673,30469
[130]; 9664,82596
[131]; 9104,56297
[132]; 9865,77289
[133]; 10261,19099
[134]; 9598,41417
[135]; 10371,36508
[136]; 10744,57201
[137]; 11149,39245
[138]; 10064,7364
[139]; 10146,65325
[140]; 10190,07212
[141]; 9765,19966
[142]; 10322,2968
[143]; 11289,65242
[144]; 10675,39379
[145]; 9987,08088
[146]; 10279,64713
[147]; 11129,28085
[148]; 9662,10535
[149]; 10890,37239
[150]; 9836,70894
[151]; 8863,54209
[152]; 9226,66229
[153]; 9424,50017
[154]; 8145,48007
[155]; 8145,1642
[156]; 9481,2233
[157]; 9021,98792
[158]; 9021,55767
[159]; 8175,38115
[160]; 8184,42893
[161]; 10696,3803
[162]; 9175,49202
[163]; 9840,25996
[164]; 9642,39838
[165]; 8985,16655
[166]; 9467,08251
[167]; 9021,85833
[168]; 9901,52896
[169]; 9581,34485
[170]; 10420,19807
[171]; 9871,7462
[172]; 9236,53018
[173]; 10169,93062
[174]; 9711,96787
[175]; 9711,96787
[176]; 10327,01958
[177]; 10327,01958
[178]; 9517,1408
[179]; 10281,11942
[180]; 10615,21395
[181]; 10482,89558
[182]; 10482,09307
[183]; 9743,41878
[184]; 10466,56859
[185]; 10185,92922
[186]; 10652,8697
[187]; 10118,5731
[188]; 8905,63068
[189]; 9488,62511
[190]; 11464,61743
[191]; 8373,68987
[192]; 8093,59937
[193]; 9838,87627
[194]; 8799,23371
[195]; 9535,40369
[196]; 9586,1045
[197]; 9579,20733
[198]; 9032,78792
[199]; 9032,78792
[200]; 6014,41979
[201]; 5970,94024
[202]; 7242,6421
[203]; 9715,51308
[204]; 8685,78552
[205]; 10309,70918
[206]; 10309,70918
[207]; 7146,97053
[208]; 9695,09164
[209]; 9167,20781
[210]; 7846,72939
[211]; 10117,5857
[212]; 10070,88982
[213]; 10438,64816
[214]; 9462,09008
[215]; 8517,9358
[216]; 8669,47154
[217]; 7777,47275
[218]; 8366,38448
[219]; 9562,86557
[220]; 8704,68033
[221]; 8730,86506
[222]; 10678,76886
[223]; 10847,97868
[224]; 9204,50667
[225]; 8001,71601
[226]; 10481,28236
[227]; 10204,48994
[228]; 6892,65544
[229]; 8704,79452
[230]; 7864,03001
[231]; 7730,0228
[232]; 7642,11082
[233]; 10827,97073
[234]; 9981,93741
[235]; 9672,27555
[236]; 10555,49315
[237]; 10974,27104
[238]; 9974,08257
[239]; 9818,22199
[240]; 10307,18393
[241]; 10491,15597
[242]; 10559,00987
[243]; 9629,67935
[244]; 10092,74157
[245]; 8950,59868
[246]; 8933,76404
[247]; 9463,20064
[248]; 7861,66027
[249]; 7734,94541
[250]; 7418,14955
[251]; 7585,86056
[252]; 7585,86056
[253]; 7551,70495
[254]; 8644,80929
[255]; 7582,16473
[256]; 9194,5827
[257]; 9331,5804
[258]; 8511,77988
[259]; 8061,79231
[260]; 8578,2887
[261]; 9998,06576
[262]; 9535,22791
[263]; 9535,22791
[264]; 9812,74511
[265]; 7702,23984
[266]; 7105,55224
[267]; 8716,39537
[268]; 8331,68654
[269]; 8331,68654
[270]; 9274,79153
[271]; 10275,556
[272]; 9019,24415
[273]; 8710,34813
[274]; 8821,28927
[275]; 6080,10613
[276]; 9053,77937
[277]; 9231,38108
[278]; 9231,38108
[279]; 9213,06291
[280]; 10043,73054
[281]; 9006,19901
[282]; 9006,19901
[283]; 11437,42768
[284]; 11113,25045
[285]; 10353,06909
[286]; 7718,19921
[287]; 9896,95813
[288]; 10445,28788
[289]; 9961,55667
[290]; 9936,20101
[291]; 8476,65246
[292]; 8498,52381
[293]; 8543,82496
[294]; 10780,85239
[295]; 10279,92942
[296]; 9892,1216
[297]; 10112,11973
[298]; 9260,13348
