Generation;Fitness
[1]; 17438,82161
[2]; 12886,03549
[3]; 10724,00193
[4]; 8863,15996
[5]; 7367,96216
[6]; 6253,27221
[7]; 5193,74173
[8]; 4264,15636
[9]; 3516,8559
[10]; 2921,17578
[11]; 2524,90351
[12]; 2192,25218
[13]; 1898,48037
[14]; 1672,03099
[15]; 1473,13907
[16]; 1286,22559
[17]; 1127,23255
[18]; 989,95241
[19]; 899,18126
[20]; 824,26657
[21]; 768,30911
[22]; 690,83137
[23]; 636,70322
[24]; 585,17819
[25]; 512,60064
[26]; 448,78885
[27]; 395,25225
[28]; 338,3553
[29]; 290,07757
[30]; 244,75463
[31]; 218,1518
[32]; 190,13423
[33]; 163,0188
[34]; 137,85576
[35]; 109,83124
[36]; 89,24915
[37]; 76,17254
[38]; 64,40985
[39]; 55,69424
[40]; 50,01745
[41]; 44,9953
[42]; 40,82416
[43]; 37,60663
[44]; 35,44461
[45]; 32,72699
[46]; 30,1619
[47]; 28,00234
[48]; 26,62219
[49]; 25,84888
[50]; 25,29249
[51]; 24,3773
