Generation;Fitness
[1]; 11141,70837
[2]; 9757,39105
[3]; 8212,79719
[4]; 7765,04769
[5]; 5712,10779
[6]; 5712,10779
[7]; 4915,73074
[8]; 4490,22821
[9]; 3280,07864
[10]; 2688,28911
[11]; 1846,56111
[12]; 1461,14971
[13]; 1396,48066
[14]; 1370,22518
[15]; 1346,65137
[16]; 1246,2982
[17]; 1121,41566
[18]; 1070,75418
[19]; 972,24307
[20]; 963,37403
[21]; 908,02165
[22]; 801,69156
[23]; 738,42237
[24]; 720,15397
[25]; 701,21573
[26]; 676,58492
[27]; 670,80303
[28]; 645,55851
[29]; 627,88867
[30]; 615,80123
[31]; 601,1044
[32]; 591,75202
[33]; 591,75202
[34]; 588,69322
[35]; 585,71227
[36]; 578,88449
[37]; 571,02655
[38]; 568,43925
[39]; 560,96068
[40]; 560,96068
[41]; 560,96068
[42]; 560,96068
[43]; 554,75115
[44]; 553,45274
[45]; 553,45274
[46]; 553,45274
[47]; 553,45274
[48]; 549,80274
[49]; 549,77179
[50]; 512,18088
