Generation;Fitness
[1]; 11141,70837
[2]; 10330,50188
[3]; 9522,37727
[4]; 8359,94949
[5]; 8031,41616
[6]; 8372,99084
[7]; 7427,56126
[8]; 7191,17626
[9]; 7191,17626
[10]; 7155,14076
[11]; 6781,68918
[12]; 6745,45065
[13]; 8798,53196
[14]; 9370,29589
[15]; 10322,9303
[16]; 9332,40599
[17]; 9421,09242
[18]; 9117,54452
[19]; 9860,26768
[20]; 11363,05541
[21]; 9849,94654
[22]; 10055,31313
[23]; 10176,34221
[24]; 10420,71255
[25]; 10598,70657
[26]; 10312,08788
[27]; 9534,20007
[28]; 8634,40779
[29]; 9060,50945
[30]; 9967,19134
[31]; 9350,13694
[32]; 9622,47547
[33]; 10691,97944
[34]; 9685,54423
[35]; 8824,71089
[36]; 7987,41645
[37]; 7590,48781
[38]; 8828,70382
[39]; 8845,6062
[40]; 9054,94113
[41]; 8392,55967
[42]; 7734,91068
[43]; 9965,81797
[44]; 9066,34264
[45]; 7641,34978
[46]; 7637,61811
[47]; 7826,35447
[48]; 6580,93167
[49]; 7599,82547
[50]; 7667,25058
[51]; 7489,87431
[52]; 8115,17201
[53]; 8785,58312
[54]; 7766,60058
[55]; 7766,60058
[56]; 8578,2
[57]; 9260,9562
[58]; 8698,8233
[59]; 8433,71984
[60]; 8202,1627
[61]; 6852,55043
[62]; 9472,29387
[63]; 8300,08766
[64]; 8360,99055
[65]; 8409,57944
[66]; 8927,70988
[67]; 7904,47388
[68]; 7623,10238
[69]; 7910,67706
[70]; 9886,76746
[71]; 9418,39473
[72]; 8081,3842
[73]; 8081,3842
[74]; 8179,82821
[75]; 6844,64921
[76]; 9279,42006
[77]; 6217,42424
[78]; 9603,60548
[79]; 8704,08088
[80]; 9049,14437
[81]; 7441,79278
[82]; 8025,2246
[83]; 7206,43088
[84]; 6745,21797
[85]; 6745,21797
[86]; 9022,2153
[87]; 7711,66263
[88]; 8938,04877
[89]; 7630,75418
[90]; 7768,82511
[91]; 7784,87648
[92]; 8081,30065
[93]; 7798,82294
[94]; 7584,95043
[95]; 7942,22114
[96]; 7735,85887
[97]; 9582,8241
[98]; 9002,80974
[99]; 9944,58752
[100]; 8968,29646
[101]; 8484,9526
[102]; 7461,45382
[103]; 7650,81097
[104]; 8102,31724
[105]; 8894,07237
[106]; 9053,89336
[107]; 6814,23954
[108]; 7410,64841
[109]; 8084,48543
[110]; 7516,04336
[111]; 9301,30628
[112]; 7733,40267
[113]; 8108,14538
[114]; 6857,83543
[115]; 6857,83543
[116]; 8277,43781
[117]; 9554,64351
[118]; 9875,67706
[119]; 9481,76421
[120]; 8905,13853
[121]; 8726,38225
[122]; 5980,84271
[123]; 5891,53557
[124]; 8647,62468
[125]; 9406,98636
[126]; 9442,94322
[127]; 7701,82886
[128]; 9245,83268
[129]; 8857,24235
[130]; 9043,69372
[131]; 9430,24343
[132]; 8561,95137
[133]; 10313,61616
[134]; 10143,51898
[135]; 9079,10296
[136]; 8625,19719
[137]; 8571,77662
[138]; 9582,74769
[139]; 10713,9847
[140]; 9424,47951
[141]; 8043,17864
[142]; 9450,87633
[143]; 9478,96717
[144]; 7673,79264
[145]; 7829,72677
[146]; 9820,02518
[147]; 9820,02518
[148]; 9505,09949
[149]; 7712,10743
[150]; 7392,19654
[151]; 7393,47857
[152]; 9989,61017
