Generation;Fitness
[1]; 33,08264
[2]; 8,54546
[3]; 3,56409
[4]; 1,95685
[5]; 0,98107
[6]; 0,5791
[7]; 0,35483
[8]; 0,17073
[9]; 0,10572
[10]; 0,07102
[11]; 0,049
[12]; 0,03296
[13]; 0,02297
[14]; 0,0134
[15]; 0,0074
[16]; 0,00515
[17]; 0,00372
[18]; 0,00259
[19]; 0,00221
[20]; 0,00177
[21]; 0,00132
[22]; 0,0011
[23]; 0,00097
[24]; 0,00086
[25]; 0,00073
[26]; 0,00059
[27]; 0,00044
[28]; 0,00029
[29]; 0,00015
[30]; 0
[31]; 0
[32]; 0
[33]; 0
[34]; 0
[35]; 0
[36]; 0
[37]; 0
[38]; 0
[39]; 0
[40]; 0
[41]; 0
[42]; 0
[43]; 0
[44]; 0
[45]; 0
[46]; 0
[47]; 0
[48]; 0
[49]; 0
[50]; 0
[51]; 0
